Request_id,Customer_id,operators_id,Delivery_latitude,Delivery_longitude,Delivery_city_id,Delivery_address,items_in_this_request,Request_placing_time
12,12,2,30.061458975641962,74.09684165240107,1,Address_12,"[(4, 12), (5, 14), (1, 20), (6, 6), (5, 16)]",2024-10-18 09:00:00
13,13,4,30.108306331850073,74.1718894859484,1,Address_13,"[(3, 17)]",2024-10-18 09:00:00
14,14,2,30.14597034786892,74.23072371927873,1,Address_14,"[(1, 3), (4, 11), (10, 6), (10, 2), (8, 3), (6, 9), (8, 10)]",2024-10-18 09:00:00
15,15,4,30.132610817942744,74.19777535311803,1,Address_15,"[(4, 11)]",2024-10-18 09:00:00
16,16,4,30.072130033080725,74.10903751093558,1,Address_16,"[(3, 13), (4, 1), (9, 2), (7, 5), (7, 8), (1, 7), (3, 11), (3, 1), (5, 1)]",2024-10-18 09:00:00
17,17,2,30.090447899620088,74.0779574516148,1,Address_17,"[(8, 14), (6, 4), (4, 15), (1, 12), (6, 6), (2, 2)]",2024-10-18 09:00:00
18,18,10,30.061757719780054,74.21530048405566,1,Address_18,"[(2, 3), (5, 4), (3, 2), (7, 19), (6, 15), (10, 8), (4, 14), (6, 1), (5, 15), (10, 14)]",2024-10-18 09:00:00
19,19,2,30.144620884406898,74.19385677885562,1,Address_19,"[(5, 7), (8, 19), (5, 6), (10, 9), (8, 5), (4, 12)]",2024-10-18 09:00:00
20,20,10,30.199414977532545,74.15557659107023,1,Address_20,"[(10, 10), (7, 9), (1, 18)]",2024-10-18 09:00:00
21,21,4,30.06873571755293,74.09202406337748,1,Address_21,"[(3, 20), (10, 5), (8, 2), (3, 13), (8, 10), (1, 13), (7, 10)]",2024-10-18 09:00:00
22,22,4,30.118434234712538,74.22537517392739,1,Address_22,"[(2, 3), (8, 10), (3, 17), (6, 7), (6, 15), (6, 14), (1, 10), (5, 4), (8, 15), (6, 4)]",2024-10-18 09:00:00
23,23,2,30.15571264417715,74.18892788833382,1,Address_23,"[(7, 7)]",2024-10-18 09:00:00
24,24,10,30.179994368429,74.1878253090921,1,Address_24,"[(7, 2), (4, 5), (10, 13), (5, 2), (2, 6), (10, 16), (7, 13), (8, 6), (7, 9), (3, 8)]",2024-10-18 09:00:00
25,25,2,30.207762561475548,74.22964350341358,1,Address_25,"[(5, 9), (8, 10), (2, 9), (8, 6), (1, 11)]",2024-10-18 09:00:00
26,26,2,30.25532922573353,74.20613377133849,1,Address_26,"[(5, 19)]",2024-10-18 09:00:00
27,27,9,30.157794178714433,74.20799639928988,1,Address_27,"[(2, 2)]",2024-10-18 09:00:00
28,28,2,30.258813149717138,74.16825396957378,1,Address_28,"[(2, 8), (6, 15)]",2024-10-18 09:00:00
29,29,10,30.182088411716773,74.11187913031075,1,Address_29,"[(2, 14), (6, 3), (8, 5), (2, 4), (10, 3), (10, 6)]",2024-10-18 09:00:00
30,30,3,30.139582917084258,74.06719739716124,1,Address_30,"[(3, 2), (3, 18), (8, 8), (2, 12), (3, 6), (5, 14), (9, 7), (2, 1)]",2024-10-18 09:00:00
31,31,1,19.40989325990772,78.25101683804307,2,Address_31,"[(8, 8)]",2024-10-18 09:00:00
32,32,10,19.362243746107254,78.3426596462933,2,Address_32,"[(1, 8), (4, 13), (8, 18), (8, 16)]",2024-10-18 09:00:00
33,33,1,19.3904428430616,78.38213152415139,2,Address_33,"[(10, 13), (4, 17), (5, 15), (6, 2)]",2024-10-18 09:00:00
34,34,7,19.429403852769493,78.37950693601442,2,Address_34,"[(6, 15), (8, 8), (7, 10), (10, 7), (3, 19), (2, 16), (3, 12), (7, 1), (4, 1), (10, 8), (3, 13)]",2024-10-18 09:00:00
35,35,6,19.39973017543573,78.30954530096265,2,Address_35,"[(8, 8), (7, 13), (7, 17), (4, 11), (3, 12), (1, 17)]",2024-10-18 09:00:00
36,36,8,19.36367277627818,78.21361853585742,2,Address_36,"[(2, 17), (5, 15), (6, 3)]",2024-10-18 09:00:00
37,37,2,19.453966988089185,78.36601170160918,2,Address_37,"[(3, 1), (6, 4), (10, 9), (5, 16)]",2024-10-18 09:00:00
38,38,2,19.492710472729676,78.27334879664663,2,Address_38,"[(8, 9), (5, 2)]",2024-10-18 09:00:00
39,39,7,19.377884552150558,78.26051711477416,2,Address_39,"[(10, 18), (9, 15), (3, 11)]",2024-10-18 09:00:00
40,40,2,19.34292407750621,78.25853944228035,2,Address_40,"[(7, 18), (10, 1)]",2024-10-18 09:00:00
41,41,7,19.377188301986646,78.31020252320212,2,Address_41,"[(1, 15), (3, 2), (8, 8), (5, 16), (2, 14), (10, 18), (1, 4)]",2024-10-18 09:00:00
42,42,2,19.38803189903363,78.30265261796242,2,Address_42,"[(7, 15), (5, 5), (8, 19), (1, 7)]",2024-10-18 09:00:00
43,43,8,19.34400332136155,78.27380279092499,2,Address_43,"[(3, 9), (7, 5), (2, 11), (4, 9), (9, 4), (2, 9), (2, 7)]",2024-10-18 09:00:00
44,44,2,19.40004709044082,78.28127351724187,2,Address_44,"[(8, 7), (6, 1), (1, 4), (3, 14), (3, 3), (4, 10), (4, 17)]",2024-10-18 09:00:00
45,45,1,19.446494273208213,78.3247118684025,2,Address_45,"[(8, 16), (7, 12), (1, 13), (7, 20), (2, 16), (7, 13), (2, 14), (9, 4), (1, 18), (7, 2)]",2024-10-18 09:00:00
46,46,10,19.296917819168243,78.26178696453206,2,Address_46,"[(8, 19), (6, 15), (2, 19)]",2024-10-18 09:00:00
47,47,10,19.379435182845057,78.31909971579753,2,Address_47,"[(9, 19), (4, 11), (4, 20), (2, 18), (9, 2), (5, 16), (9, 13), (5, 20), (7, 15), (8, 4), (10, 9)]",2024-10-18 09:00:00
48,48,2,19.46485585677506,78.2805293209923,2,Address_48,"[(10, 12), (4, 2), (1, 7), (3, 13), (2, 17), (4, 18)]",2024-10-18 09:00:00
49,49,5,19.33646282128937,78.24980376529527,2,Address_49,"[(7, 7)]",2024-10-18 09:00:00
50,50,1,19.431404254796128,78.23713108264926,2,Address_50,"[(4, 7), (6, 1)]",2024-10-18 09:00:00
51,51,8,19.452362592916014,78.36259344056947,2,Address_51,"[(10, 14), (8, 19), (8, 7), (2, 12), (6, 13)]",2024-10-18 09:00:00
52,52,1,19.378853522904915,78.31088296823897,2,Address_52,"[(5, 2), (9, 11), (10, 15), (4, 3), (1, 11)]",2024-10-18 09:00:00
53,53,6,19.39376379350665,78.30552362650127,2,Address_53,"[(2, 17), (2, 17), (1, 20), (6, 7), (7, 16), (7, 3), (2, 17), (5, 17), (2, 18)]",2024-10-18 09:00:00
54,54,8,19.35954511620717,78.37499064068993,2,Address_54,"[(8, 17), (8, 16), (7, 1), (2, 9), (1, 4)]",2024-10-18 09:00:00
55,55,1,19.406439931447416,78.26113663638995,2,Address_55,"[(5, 7), (2, 3), (6, 2)]",2024-10-18 09:00:00
56,56,10,19.386783234469057,78.22123857824828,2,Address_56,"[(10, 4)]",2024-10-18 09:00:00
57,57,10,19.40778966375456,78.28841065272168,2,Address_57,"[(5, 3), (6, 2), (1, 11), (9, 18), (6, 3), (7, 6), (4, 19)]",2024-10-18 09:00:00
58,58,10,19.422621612900873,78.29252525408623,2,Address_58,"[(5, 13)]",2024-10-18 09:00:00
59,59,5,19.374095466176488,78.25138996216087,2,Address_59,"[(3, 20), (10, 20), (4, 7), (5, 20), (7, 6), (5, 10)]",2024-10-18 09:00:00
60,60,5,19.38642227498564,78.28664051790278,2,Address_60,"[(10, 6), (8, 17), (9, 15), (10, 7), (2, 2), (3, 3), (7, 11), (7, 7), (9, 19)]",2024-10-18 09:00:00
61,61,1,23.872164676765703,91.34546758387192,3,Address_61,"[(3, 17), (6, 10), (8, 4), (5, 5), (5, 17), (9, 4), (6, 18), (7, 17), (8, 18)]",2024-10-18 09:00:00
62,62,1,23.851879210411727,91.2096832456927,3,Address_62,"[(3, 4), (7, 6), (3, 19), (10, 17), (2, 8), (5, 11), (5, 20), (5, 13), (2, 17), (8, 7), (1, 14)]",2024-10-18 09:00:00
63,63,1,23.784116230797526,91.24745971065101,3,Address_63,"[(1, 4), (1, 2), (5, 18), (4, 10), (7, 7), (10, 11), (3, 1)]",2024-10-18 09:00:00
64,64,1,23.861082519382414,91.19965698225134,3,Address_64,"[(4, 11), (8, 19), (3, 14), (5, 9), (6, 3), (7, 17), (9, 11), (8, 10), (2, 8)]",2024-10-18 09:00:00
65,65,6,23.763603453099314,91.36051096773804,3,Address_65,"[(1, 5), (8, 19), (3, 9)]",2024-10-18 09:00:00
66,66,1,23.84537074373501,91.22899141728423,3,Address_66,"[(6, 1), (8, 4), (9, 9), (3, 8), (9, 1), (5, 8)]",2024-10-18 09:00:00
67,67,6,23.81166490589716,91.2954477600462,3,Address_67,"[(2, 5), (10, 2)]",2024-10-18 09:00:00
68,68,6,23.893869957891273,91.20891042137451,3,Address_68,"[(4, 14), (1, 1), (6, 9), (2, 17), (8, 8), (10, 5), (10, 12), (9, 4), (6, 10), (4, 1)]",2024-10-18 09:00:00
69,69,6,23.91081736597309,91.27739400831649,3,Address_69,"[(9, 16), (3, 16), (1, 15), (2, 13)]",2024-10-18 09:00:00
70,70,1,23.80363833258194,91.19632801370965,3,Address_70,"[(6, 9), (1, 8), (10, 7)]",2024-10-18 09:00:00
71,71,1,23.81062072664893,91.27294022031269,3,Address_71,"[(8, 13), (7, 8), (4, 14)]",2024-10-18 09:00:00
72,72,6,23.73010618025071,91.29049154123888,3,Address_72,"[(7, 14), (4, 9), (6, 11), (10, 20), (1, 7), (4, 11), (1, 8), (5, 3), (9, 19)]",2024-10-18 09:00:00
73,73,1,23.79991772557374,91.32029230770385,3,Address_73,"[(7, 1), (9, 1), (7, 16), (2, 7), (2, 1), (7, 1)]",2024-10-18 09:00:00
74,74,1,23.90177432970148,91.36405966208913,3,Address_74,"[(2, 16), (7, 18), (7, 6), (4, 14), (4, 10)]",2024-10-18 09:00:00
75,75,6,23.81686657812451,91.22788441962435,3,Address_75,"[(1, 7), (8, 16), (2, 8), (1, 3), (1, 8), (10, 3), (4, 15)]",2024-10-18 09:00:00
76,76,1,23.841174107700333,91.23785810727848,3,Address_76,"[(6, 14), (5, 17), (1, 9), (7, 12), (3, 3), (1, 11), (5, 13), (5, 9), (2, 4)]",2024-10-18 09:00:00
77,77,6,23.83007002667868,91.3226993168371,3,Address_77,"[(3, 7), (9, 14), (1, 3), (7, 16), (10, 9), (4, 18)]",2024-10-18 09:00:00
78,78,1,23.82887260130584,91.2201676833419,3,Address_78,"[(10, 6), (10, 2), (9, 5), (1, 18), (5, 8), (5, 15), (3, 1), (7, 12), (8, 9), (10, 5), (3, 13)]",2024-10-18 09:00:00
79,79,1,23.795585169765086,91.17277681746114,3,Address_79,"[(3, 11)]",2024-10-18 09:00:00
80,80,6,23.730779996456114,91.30404136696029,3,Address_80,"[(9, 13), (5, 16), (10, 17), (3, 19), (6, 8), (9, 17), (3, 10), (7, 19)]",2024-10-18 09:00:00
81,81,6,23.86151275899066,91.17215117728834,3,Address_81,"[(9, 15), (8, 7), (1, 12), (9, 14), (7, 11), (3, 12), (3, 13), (3, 8)]",2024-10-18 09:00:00
82,82,1,23.87454366904551,91.25275013862273,3,Address_82,"[(7, 12), (4, 9), (2, 16), (1, 8), (4, 14)]",2024-10-18 09:00:00
83,83,1,23.856000164618077,91.22495436307732,3,Address_83,"[(10, 14), (5, 3), (3, 4), (6, 9)]",2024-10-18 09:00:00
84,84,6,23.882087444564906,91.37047150014203,3,Address_84,"[(2, 11), (9, 16), (8, 2), (8, 5), (1, 15), (2, 6), (5, 10), (9, 14)]",2024-10-18 09:00:00
85,85,1,23.857485269417097,91.28992926029065,3,Address_85,"[(8, 12), (3, 12), (10, 3), (7, 3), (10, 18), (6, 20)]",2024-10-18 09:00:00
86,86,6,23.791478866331108,91.34539009715529,3,Address_86,"[(8, 13), (9, 10), (8, 11), (6, 18), (4, 3), (6, 7), (10, 14)]",2024-10-18 09:00:00
87,87,1,23.736902919519714,91.25499780250229,3,Address_87,"[(5, 11), (6, 7), (7, 16), (10, 7), (3, 13), (2, 15), (9, 6)]",2024-10-18 09:00:00
88,88,6,23.809606853058938,91.30466625632111,3,Address_88,"[(5, 11), (4, 13), (5, 1), (8, 17)]",2024-10-18 09:00:00
89,89,6,23.80319852013148,91.38914621455226,3,Address_89,"[(1, 16), (9, 20), (2, 19), (2, 1), (7, 16), (1, 2), (1, 11), (4, 20), (4, 18)]",2024-10-18 09:00:00
90,90,1,23.840174441499812,91.27265704132682,3,Address_90,"[(3, 7), (4, 16), (10, 17), (10, 11), (1, 11), (2, 9), (6, 5), (4, 13)]",2024-10-18 09:00:00
91,91,8,27.18575802725097,78.00476554771821,4,Address_91,"[(4, 12), (1, 16), (1, 2), (2, 18), (8, 13)]",2024-10-18 09:00:00
92,92,3,27.212267252184432,78.03056989258553,4,Address_92,"[(3, 3), (1, 14), (3, 1), (4, 18), (7, 11)]",2024-10-18 09:00:00
93,93,4,27.25635683440629,77.96967205825526,4,Address_93,"[(10, 9), (5, 15), (4, 19), (3, 14), (1, 8), (9, 16), (4, 10), (8, 12)]",2024-10-18 09:00:00
94,94,5,27.18518200996451,77.99773699996526,4,Address_94,"[(1, 1)]",2024-10-18 09:00:00
95,95,3,27.244967425730138,77.84750138994468,4,Address_95,"[(4, 9), (3, 11), (6, 13)]",2024-10-18 09:00:00
96,96,10,27.254831280776347,78.0346099003714,4,Address_96,"[(9, 13), (5, 10), (4, 14), (2, 7), (3, 17), (5, 8), (7, 6), (8, 10), (7, 10), (1, 12), (1, 11)]",2024-10-18 09:00:00
97,97,8,27.18165485447877,77.99247096089748,4,Address_97,"[(2, 6), (3, 5), (1, 15), (8, 4), (3, 13), (6, 3), (6, 16), (2, 1), (6, 20)]",2024-10-18 09:00:00
98,98,5,27.189062852841843,77.99555167300579,4,Address_98,"[(2, 5), (2, 2), (6, 12), (8, 6)]",2024-10-18 09:00:00
99,99,8,27.214921395029723,77.83195222276885,4,Address_99,"[(2, 19)]",2024-10-18 09:00:00
100,100,10,27.174706202493784,77.99311848876637,4,Address_100,"[(5, 6), (10, 1), (6, 13), (4, 16), (7, 16), (7, 9), (7, 3), (6, 16), (6, 6)]",2024-10-18 09:00:00
101,101,4,27.203037548595702,77.99432313408498,4,Address_101,"[(7, 16), (7, 10)]",2024-10-18 09:00:00
102,102,8,27.179804703125708,77.99387408089069,4,Address_102,"[(4, 18), (10, 14)]",2024-10-18 09:00:00
103,103,8,27.214798071619366,77.91535664000432,4,Address_103,"[(2, 4), (5, 1), (3, 8), (2, 6), (5, 17), (5, 13), (4, 11), (3, 8), (9, 9)]",2024-10-18 09:00:00
104,104,8,27.229007065954253,78.17214007277327,4,Address_104,"[(2, 12), (1, 19), (4, 9), (6, 16), (8, 19), (10, 6), (8, 10), (7, 16), (10, 8)]",2024-10-18 09:00:00
105,105,5,27.08473089965862,78.04866933364667,4,Address_105,"[(7, 18)]",2024-10-18 09:00:00
106,106,8,27.24166438284124,77.9783991392838,4,Address_106,"[(4, 11), (6, 8), (5, 8), (10, 12), (6, 17), (4, 2), (4, 8), (5, 19), (7, 17), (5, 10), (3, 4)]",2024-10-18 09:00:00
107,107,5,27.18567241762495,78.07366399971465,4,Address_107,"[(10, 11), (3, 20), (2, 6), (2, 4), (6, 12)]",2024-10-18 09:00:00
108,108,8,27.11669391009678,77.9818415671791,4,Address_108,"[(6, 19), (9, 9), (6, 9), (1, 7), (9, 15), (10, 2), (5, 16), (4, 18), (5, 7)]",2024-10-18 09:00:00
109,109,8,27.15804778970222,78.00337733577972,4,Address_109,"[(5, 1), (4, 9), (6, 14), (9, 3), (4, 11), (1, 12), (9, 18), (10, 16), (8, 18)]",2024-10-18 09:00:00
110,110,3,27.256290672450568,77.91749874755612,4,Address_110,"[(6, 4), (8, 9), (5, 5), (7, 16), (10, 12), (6, 12), (7, 7), (3, 2), (4, 19)]",2024-10-18 09:00:00
111,111,7,27.254736702817887,77.84377057244083,4,Address_111,"[(1, 4)]",2024-10-18 09:00:00
112,112,4,27.17303951116115,77.99339299582523,4,Address_112,"[(6, 10)]",2024-10-18 09:00:00
113,113,5,27.252071777535292,77.94035283968374,4,Address_113,"[(9, 8), (9, 7), (7, 9), (5, 7), (9, 5), (7, 20), (9, 16), (8, 19), (8, 15)]",2024-10-18 09:00:00
114,114,10,27.160247659779422,78.00075098896835,4,Address_114,"[(5, 7), (10, 7), (7, 15), (8, 6)]",2024-10-18 09:00:00
115,115,8,27.200479873119292,78.16006673059007,4,Address_115,"[(8, 9)]",2024-10-18 09:00:00
116,116,8,27.241442311638487,78.03984731915524,4,Address_116,"[(2, 17), (7, 11), (2, 11), (10, 15), (10, 3), (9, 12), (10, 11), (4, 9)]",2024-10-18 09:00:00
117,117,5,27.286448481046126,78.04929586728723,4,Address_117,"[(5, 12), (4, 20), (9, 6), (6, 19), (9, 9), (6, 17), (8, 4), (8, 13), (6, 2), (6, 12)]",2024-10-18 09:00:00
118,118,10,27.19700187832852,78.01556561309478,4,Address_118,"[(2, 15), (4, 16), (4, 19), (4, 1), (3, 19), (1, 13), (9, 17), (5, 19), (1, 20), (5, 14), (10, 4)]",2024-10-18 09:00:00
119,119,5,27.17843692151211,77.9710685970655,4,Address_119,"[(4, 10), (10, 6), (9, 20), (6, 9), (5, 15), (4, 12), (4, 18), (3, 20)]",2024-10-18 09:00:00
120,120,7,27.28731544072197,77.96546970128259,4,Address_120,"[(9, 16), (1, 16), (8, 11), (8, 20), (7, 18)]",2024-10-18 09:00:00
121,121,3,19.10058945109026,74.75362135699504,5,Address_121,"[(10, 4), (6, 5), (2, 14), (2, 12), (8, 3), (4, 16)]",2024-10-18 09:00:00
122,122,3,19.320684313671766,74.82272733528008,5,Address_122,"[(4, 3), (1, 10), (4, 4), (2, 13)]",2024-10-18 09:00:00
123,123,8,19.03759226876741,74.66312131187836,5,Address_123,"[(5, 4), (9, 16), (5, 6), (6, 7), (5, 4), (10, 14), (4, 16), (7, 9)]",2024-10-18 09:00:00
124,124,8,19.299145895948463,74.59603378334567,5,Address_124,"[(2, 8), (1, 18), (3, 14)]",2024-10-18 09:00:00
125,125,3,19.080476582154226,74.74972261051151,5,Address_125,"[(2, 2)]",2024-10-18 09:00:00
126,126,3,19.05744631571546,74.7836614313615,5,Address_126,"[(2, 18), (10, 5), (9, 8), (1, 19), (2, 11), (10, 19), (4, 17)]",2024-10-18 09:00:00
127,127,3,19.094027281465014,74.75030059653616,5,Address_127,"[(7, 7), (2, 13), (5, 13)]",2024-10-18 09:00:00
128,128,8,19.09430109671845,74.7347835179374,5,Address_128,"[(9, 14), (3, 6), (5, 14), (1, 5), (1, 19), (6, 4), (10, 18), (4, 8), (3, 4)]",2024-10-18 09:00:00
129,129,3,19.25374914356276,74.94293912922681,5,Address_129,"[(2, 20), (4, 2), (6, 18), (8, 10), (3, 13), (9, 11), (8, 17), (8, 9)]",2024-10-18 09:00:00
130,130,3,19.07483346581797,74.71615004294588,5,Address_130,"[(7, 5)]",2024-10-18 09:00:00
131,131,8,18.844413799741805,74.67808275171568,5,Address_131,"[(1, 4), (3, 9), (6, 20), (5, 5), (3, 14)]",2024-10-18 09:00:00
132,132,3,19.09310066496371,74.7320074561903,5,Address_132,"[(8, 10), (10, 10), (8, 4), (6, 15), (6, 14), (2, 2), (1, 9)]",2024-10-18 09:00:00
133,133,3,18.989341117347884,74.50833602818484,5,Address_133,"[(8, 16), (8, 8), (5, 4), (5, 19), (8, 3), (5, 6)]",2024-10-18 09:00:00
134,134,3,19.10545152709227,74.75530399758964,5,Address_134,"[(5, 18), (8, 14), (3, 7), (6, 12), (2, 20), (10, 5), (7, 13), (4, 6), (1, 1)]",2024-10-18 09:00:00
135,135,8,18.91055857578461,74.90767655020633,5,Address_135,"[(1, 3), (8, 8), (7, 8), (3, 7), (4, 9), (2, 13), (8, 4)]",2024-10-18 09:00:00
136,136,3,19.023219502693713,74.65914606020047,5,Address_136,"[(8, 19), (1, 4)]",2024-10-18 09:00:00
137,137,3,18.969446720480565,74.79163465424894,5,Address_137,"[(10, 13), (2, 17), (1, 17), (4, 8), (2, 8), (4, 16), (3, 9), (4, 10), (8, 18)]",2024-10-18 09:00:00
138,138,3,19.11030284325564,74.71948872164404,5,Address_138,"[(1, 6), (9, 9), (3, 19), (6, 8), (9, 8)]",2024-10-18 09:00:00
139,139,8,18.97689510670333,74.82854550104058,5,Address_139,"[(7, 6), (8, 9), (9, 13), (6, 15), (10, 9), (8, 13), (5, 16), (9, 14), (5, 18), (6, 8), (3, 1)]",2024-10-18 09:00:00
140,140,8,19.081049798430353,74.7782716275377,5,Address_140,"[(4, 13), (3, 5), (9, 2), (8, 7), (1, 3), (2, 3), (7, 7), (5, 19)]",2024-10-18 09:00:00
141,141,8,19.18732172477161,74.55969380856467,5,Address_141,"[(3, 10), (7, 4), (3, 19), (3, 3), (7, 7)]",2024-10-18 09:00:00
142,142,3,18.892523235859453,74.75775964049647,5,Address_142,"[(5, 16), (2, 15), (1, 9), (9, 19), (3, 17)]",2024-10-18 09:00:00
143,143,8,19.194798910528778,74.67186301039445,5,Address_143,"[(8, 5), (9, 8), (8, 20)]",2024-10-18 09:00:00
144,144,3,18.979672456991437,74.8157072830504,5,Address_144,"[(9, 16), (7, 19), (10, 7)]",2024-10-18 09:00:00
145,145,8,19.188389008059747,74.85515747781461,5,Address_145,"[(8, 10)]",2024-10-18 09:00:00
146,146,8,18.999763023572967,74.91682324695839,5,Address_146,"[(6, 4), (10, 6), (4, 3), (2, 20), (3, 15), (8, 9), (10, 14), (3, 6)]",2024-10-18 09:00:00
147,147,3,19.275280505316477,74.81857974460834,5,Address_147,"[(2, 7), (7, 19), (7, 2)]",2024-10-18 09:00:00
148,148,8,19.209540883130824,74.7990417000053,5,Address_148,"[(10, 3), (2, 12), (4, 15)]",2024-10-18 09:00:00
149,149,3,18.925750289894438,74.74997599650256,5,Address_149,"[(5, 12), (5, 14), (2, 16), (8, 14)]",2024-10-18 09:00:00
150,150,3,19.18922211730779,74.88894175647853,5,Address_150,"[(9, 11), (10, 7)]",2024-10-18 09:00:00
151,151,2,22.83426658930948,72.68823415236396,6,Address_151,"[(7, 14), (1, 11), (6, 6), (8, 7), (2, 19), (7, 13), (5, 5), (8, 3), (9, 6), (9, 2), (4, 15)]",2024-10-18 09:00:00
152,152,10,23.04526789540887,72.57954642101323,6,Address_152,"[(4, 15), (10, 17), (1, 16), (7, 17), (9, 3), (6, 1), (7, 3), (6, 6)]",2024-10-18 09:00:00
153,153,2,23.00725761701423,72.63076186246228,6,Address_153,"[(9, 8), (10, 10), (6, 5), (10, 8), (8, 11), (1, 3), (2, 7)]",2024-10-18 09:00:00
154,154,10,23.026109947895687,72.55412399352407,6,Address_154,"[(5, 3), (7, 5), (6, 8), (9, 15), (2, 16), (8, 9)]",2024-10-18 09:00:00
155,155,10,22.86464617644949,72.45559837317167,6,Address_155,"[(9, 14), (1, 13), (5, 8), (7, 19), (3, 16), (2, 20), (3, 10), (2, 20)]",2024-10-18 09:00:00
156,156,4,22.924434031076498,72.8256378321466,6,Address_156,"[(2, 17), (1, 5)]",2024-10-18 09:00:00
157,157,2,23.026514941335897,72.64209381218575,6,Address_157,"[(2, 4), (6, 20), (10, 2)]",2024-10-18 09:00:00
158,158,9,22.963295088184513,72.65102098240769,6,Address_158,"[(5, 12), (8, 10), (8, 17), (7, 10), (9, 7), (7, 8)]",2024-10-18 09:00:00
159,159,4,23.033909040322726,72.57747604168672,6,Address_159,"[(9, 13)]",2024-10-18 09:00:00
160,160,5,23.17204341909904,72.73304432457553,6,Address_160,"[(1, 6), (4, 11), (5, 19), (2, 8), (8, 19)]",2024-10-18 09:00:00
161,161,9,22.904522060704885,72.65881166000536,6,Address_161,"[(8, 4), (10, 7), (1, 17), (3, 1), (8, 12)]",2024-10-18 09:00:00
162,162,9,23.103751415257523,72.63958474716839,6,Address_162,"[(4, 6), (8, 3), (10, 6), (9, 19), (5, 10), (7, 2), (6, 6), (2, 6), (8, 3), (5, 5)]",2024-10-18 09:00:00
163,163,2,23.169750070500527,72.70489425574956,6,Address_163,"[(1, 1)]",2024-10-18 09:00:00
164,164,2,22.967802852304217,72.59393081685025,6,Address_164,"[(3, 17), (5, 4), (8, 14)]",2024-10-18 09:00:00
165,165,5,22.872722107085032,72.56202237144474,6,Address_165,"[(4, 12), (2, 16), (6, 5), (10, 1), (6, 5), (9, 17), (4, 3), (4, 2)]",2024-10-18 09:00:00
166,166,9,22.96610463342531,72.62924868736454,6,Address_166,"[(6, 5), (6, 16), (5, 7), (6, 13), (8, 3), (1, 2), (10, 5), (4, 4)]",2024-10-18 09:00:00
167,167,5,23.043511129888056,72.5700393699644,6,Address_167,"[(9, 18), (2, 5), (2, 8), (7, 13), (5, 5), (7, 8)]",2024-10-18 09:00:00
168,168,5,22.997127218780133,72.52121845518919,6,Address_168,"[(9, 15), (5, 1), (2, 19), (5, 3), (7, 20), (7, 17), (7, 14)]",2024-10-18 09:00:00
169,169,4,23.070283438960953,72.54404396500938,6,Address_169,"[(10, 13), (6, 2), (10, 16), (3, 7), (7, 4), (8, 1)]",2024-10-18 09:00:00
170,170,2,23.028592117618338,72.58670421866337,6,Address_170,"[(2, 3), (10, 4), (8, 18), (5, 6), (2, 9), (6, 11), (3, 13), (10, 8), (4, 9)]",2024-10-18 09:00:00
171,171,10,23.02151807187871,72.62857664462712,6,Address_171,"[(8, 5), (9, 4), (5, 10), (4, 14), (2, 6)]",2024-10-18 09:00:00
172,172,2,23.15641411872965,72.68451829758337,6,Address_172,"[(1, 15), (3, 1)]",2024-10-18 09:00:00
173,173,2,23.049295479814084,72.56729165280052,6,Address_173,"[(6, 5), (1, 9), (6, 20), (9, 5), (1, 17)]",2024-10-18 09:00:00
