id,name,city,pan,aadhar,dl_number,dl_for_vehicle_types,Available,rating
133,Driver_133,1,ABCDE7502F,7753 3128 3221,DL-1056-856008,"[3, 2]",False,
134,Driver_134,1,ABCDE7701F,3584 1925 2534,DL-7289-996863,"[5, 2]",False,
135,Driver_135,1,ABCDE4729F,7317 7773 5402,DL-9117-115659,"[2, 3, 1]",True,
136,Driver_136,1,ABCDE3616F,5189 5370 7688,DL-6198-965990,"[5, 1]",False,
137,Driver_137,1,ABCDE7497F,7598 2015 4392,DL-1036-600605,"[3, 4]",False,
138,Driver_138,1,ABCDE9343F,9727 9693 6319,DL-1542-591808,"[1, 4]",True,
139,Driver_139,1,ABCDE2848F,6388 6517 9206,DL-7605-667189,"[1, 2, 3]",True,
140,Driver_140,1,ABCDE3924F,4946 5483 6361,DL-5630-190481,[2],True,
141,Driver_141,1,ABCDE1234F,3109 6253 2773,DL-1602-937176,"[2, 5]",False,
142,Driver_142,1,ABCDE6988F,9662 6150 7074,DL-6871-559281,"[1, 2]",True,
143,Driver_143,1,ABCDE3229F,6632 1234 1456,DL-8247-877770,[5],True,
144,Driver_144,1,ABCDE6982F,6111 4212 6214,DL-5371-142484,[5],False,
145,Driver_145,1,ABCDE3162F,8007 6654 9308,DL-6485-221813,"[5, 3]",True,
146,Driver_146,1,ABCDE8076F,6474 9698 7160,DL-9057-647384,"[3, 4, 5]",False,
147,Driver_147,1,ABCDE9091F,4450 5296 5284,DL-8386-184550,"[2, 5, 1]",False,
148,Driver_148,1,ABCDE5754F,3464 3477 6066,DL-7157-292257,"[4, 2, 1]",False,
149,Driver_149,1,ABCDE2730F,1413 4322 4746,DL-3289-117276,"[3, 2, 5]",False,
150,Driver_150,1,ABCDE6912F,8466 8685 3941,DL-7355-308224,"[2, 3]",False,
151,Driver_151,1,ABCDE6196F,3257 4415 7923,DL-1552-446439,"[3, 4]",True,
152,Driver_152,1,ABCDE8969F,2979 3263 5434,DL-1948-570517,"[2, 3, 1]",True,
153,Driver_153,1,ABCDE9021F,4352 1407 4402,DL-7597-293034,"[1, 2]",False,
154,Driver_154,1,ABCDE7844F,7643 4753 2161,DL-5676-861276,"[2, 4]",False,
155,Driver_155,1,ABCDE1353F,5530 9132 6125,DL-6606-393717,"[1, 4]",True,
156,Driver_156,1,ABCDE4487F,8700 4436 7632,DL-8498-584597,"[5, 1]",True,
157,Driver_157,1,ABCDE1059F,3088 1776 9274,DL-3210-350653,"[5, 2, 1]",False,
158,Driver_158,1,ABCDE2692F,5564 4174 4711,DL-5755-905651,"[5, 4]",False,
159,Driver_159,1,ABCDE5648F,8307 2489 5044,DL-5325-576663,[5],False,
160,Driver_160,1,ABCDE3082F,9885 6135 9977,DL-4176-465602,"[2, 4, 3]",False,
161,Driver_161,1,ABCDE5969F,1329 4675 5954,DL-2717-907123,[2],False,
162,Driver_162,1,ABCDE2114F,9763 2178 9154,DL-2192-734836,"[4, 3]",False,
163,Driver_163,1,ABCDE3713F,3940 2182 8011,DL-3455-164823,[4],True,
164,Driver_164,1,ABCDE4584F,9486 2358 5329,DL-9928-988151,"[2, 3]",True,
165,Driver_165,1,ABCDE8701F,9109 2478 2111,DL-9002-313487,"[5, 4]",False,
166,Driver_166,1,ABCDE9622F,6680 6300 6815,DL-1443-117824,[3],False,
167,Driver_167,1,ABCDE4031F,9914 9768 3932,DL-7603-484976,[4],True,
168,Driver_168,1,ABCDE4733F,2257 5032 8852,DL-8859-752831,"[4, 5]",True,
169,Driver_169,1,ABCDE7148F,7055 2366 7475,DL-2287-907451,"[3, 4]",True,
170,Driver_170,1,ABCDE2055F,3031 7832 5784,DL-7730-412771,"[5, 2, 1]",False,
171,Driver_171,1,ABCDE2530F,4560 4172 1344,DL-2938-183932,"[3, 2, 5]",True,
172,Driver_172,1,ABCDE8380F,6481 3473 2261,DL-3706-328062,"[3, 5, 1]",False,
173,Driver_173,1,ABCDE5860F,8142 3986 7948,DL-2560-482892,[2],True,
174,Driver_174,1,ABCDE5438F,9686 2722 3523,DL-6949-201765,[4],False,
175,Driver_175,1,ABCDE5445F,3456 4575 8285,DL-5011-542930,"[4, 2]",False,
176,Driver_176,1,ABCDE8065F,9862 8311 4106,DL-6933-478548,[5],True,
177,Driver_177,1,ABCDE7162F,6104 8898 2882,DL-5267-497952,"[4, 1]",False,
178,Driver_178,1,ABCDE8694F,3194 8521 1298,DL-5899-941284,[5],False,
179,Driver_179,1,ABCDE5950F,3170 4477 7946,DL-9331-488128,"[2, 3]",True,
180,Driver_180,1,ABCDE2642F,2680 8329 4153,DL-3692-899619,[4],True,
181,Driver_181,1,ABCDE7243F,4118 9608 5025,DL-3639-359348,[5],True,
182,Driver_182,1,ABCDE9940F,8973 4476 4590,DL-7126-749637,"[3, 2, 1]",True,
183,Driver_183,1,ABCDE4789F,9477 2210 6625,DL-2537-687882,"[5, 3]",False,
184,Driver_184,1,ABCDE4155F,9934 4839 1998,DL-6146-933999,[4],True,
185,Driver_185,1,ABCDE8084F,4633 7888 8115,DL-3093-587862,"[2, 5]",True,
186,Driver_186,1,ABCDE5944F,1810 4125 1228,DL-8215-723171,"[5, 3, 2]",False,
187,Driver_187,1,ABCDE8050F,5637 7988 4634,DL-4583-761243,"[4, 1]",True,
188,Driver_188,1,ABCDE9983F,8407 9149 3670,DL-1408-897627,[3],True,
189,Driver_189,1,ABCDE3965F,8232 8765 1589,DL-7690-213818,"[4, 1]",True,
190,Driver_190,1,ABCDE7460F,7783 4522 7123,DL-1750-688905,"[2, 1, 4]",False,
191,Driver_191,1,ABCDE2803F,6088 5216 6467,DL-7560-316158,"[1, 2, 5]",True,
192,Driver_192,1,ABCDE5033F,3487 9464 5015,DL-7826-595185,"[5, 3]",False,
193,Driver_193,1,ABCDE5143F,3519 8513 6004,DL-6536-183428,"[5, 3]",False,
194,Driver_194,1,ABCDE9876F,4060 4648 8396,DL-1831-787472,"[1, 2]",True,
195,Driver_195,1,ABCDE8875F,8514 8455 1907,DL-7099-118048,"[1, 2, 4]",True,
196,Driver_196,1,ABCDE1689F,8923 7537 9388,DL-4202-365339,[2],True,
197,Driver_197,1,ABCDE9985F,7430 2524 7416,DL-9750-495934,"[4, 1, 2]",True,
198,Driver_198,1,ABCDE4508F,3928 5859 2747,DL-4553-574884,"[1, 4, 5]",False,
199,Driver_199,1,ABCDE6977F,3479 7985 3990,DL-5629-584502,"[4, 2, 5]",True,
200,Driver_200,1,ABCDE9641F,5216 1050 6036,DL-2504-903851,"[5, 4, 3]",False,
201,Driver_201,1,ABCDE2316F,1771 6707 1755,DL-6541-690640,"[3, 4, 2]",True,
202,Driver_202,1,ABCDE2996F,8103 4332 1440,DL-5881-584280,[2],False,
203,Driver_203,1,ABCDE4536F,8251 7110 6985,DL-5440-270666,"[5, 3]",False,
204,Driver_204,1,ABCDE6061F,9035 6786 2290,DL-6836-910154,"[3, 2, 5]",True,
205,Driver_205,1,ABCDE3015F,3940 9708 7225,DL-4672-875192,"[1, 4, 3]",False,
206,Driver_206,1,ABCDE6110F,4585 7785 4513,DL-9071-301294,"[5, 3]",False,
207,Driver_207,1,ABCDE5422F,2192 5110 9926,DL-4271-320004,"[1, 4, 3]",False,
208,Driver_208,1,ABCDE2121F,6664 1471 8193,DL-5124-355598,"[1, 2]",False,
209,Driver_209,1,ABCDE3052F,6036 6642 2058,DL-2109-993869,[4],False,
210,Driver_210,1,ABCDE5455F,5319 6621 1120,DL-8054-290445,[4],False,
211,Driver_211,1,ABCDE9138F,2284 3311 2285,DL-8895-799288,"[5, 4, 3]",False,
212,Driver_212,1,ABCDE1268F,2629 5553 9745,DL-9295-121534,[4],True,
213,Driver_213,1,ABCDE3982F,5148 8572 5417,DL-3540-594143,"[4, 1]",True,
214,Driver_214,1,ABCDE4790F,8634 3236 4996,DL-3567-330055,"[1, 2, 4]",True,
215,Driver_215,1,ABCDE6606F,5939 6856 8550,DL-4629-471119,"[1, 4, 2]",True,
216,Driver_216,1,ABCDE9706F,9078 2672 9082,DL-2094-238015,[3],False,
217,Driver_217,1,ABCDE2533F,3050 8854 4235,DL-2484-484391,"[3, 2]",True,
218,Driver_218,1,ABCDE4402F,9564 7089 2778,DL-8994-822662,[1],False,
219,Driver_219,1,ABCDE7717F,1265 8934 8742,DL-1590-721438,"[3, 5, 4]",True,
220,Driver_220,1,ABCDE8854F,6843 1819 3163,DL-7636-451829,[5],False,
221,Driver_221,1,ABCDE3628F,8039 4302 8315,DL-2194-388815,"[5, 4, 3]",True,
222,Driver_222,1,ABCDE4570F,2412 5308 3902,DL-1145-787804,"[2, 3]",False,
223,Driver_223,1,ABCDE9139F,4485 6982 5900,DL-8352-294548,"[4, 1]",False,
224,Driver_224,1,ABCDE8136F,4051 7285 6801,DL-6984-467985,"[3, 4, 5]",True,
225,Driver_225,1,ABCDE9046F,1042 6466 5560,DL-3970-627633,"[2, 4]",False,
226,Driver_226,1,ABCDE8389F,7040 4610 6225,DL-1091-734347,"[4, 3, 5]",True,
227,Driver_227,1,ABCDE5224F,9715 7938 1065,DL-2673-289525,"[2, 1, 5]",False,
228,Driver_228,1,ABCDE6995F,9149 6195 2807,DL-4605-748463,"[1, 5]",False,
229,Driver_229,1,ABCDE8457F,4211 4828 6503,DL-4823-815084,[1],True,
230,Driver_230,1,ABCDE3609F,6338 7883 6085,DL-6495-625315,[2],False,
231,Driver_231,1,ABCDE7331F,6883 9164 7438,DL-8829-411232,"[1, 3]",False,
232,Driver_232,1,ABCDE8289F,1011 9492 6297,DL-5397-642062,[1],True,
233,Driver_233,1,ABCDE1354F,7497 3648 8436,DL-8722-976759,"[3, 5, 4]",False,
234,Driver_234,1,ABCDE7190F,4981 6906 7550,DL-6395-147966,[5],True,
235,Driver_235,1,ABCDE9122F,4582 9491 2617,DL-2376-535799,[2],False,
236,Driver_236,1,ABCDE8284F,3789 7938 6321,DL-7287-450426,"[5, 3, 4]",False,
237,Driver_237,1,ABCDE8144F,7094 1924 9201,DL-9161-497560,[3],False,
238,Driver_238,1,ABCDE4502F,3906 1951 9603,DL-4725-465596,[1],True,
239,Driver_239,1,ABCDE1099F,5423 2582 7794,DL-1079-700197,"[3, 4]",True,
240,Driver_240,1,ABCDE8042F,4621 8807 3416,DL-4541-741975,[5],False,
241,Driver_241,1,ABCDE3302F,4462 1111 3579,DL-3015-683152,[5],False,
242,Driver_242,1,ABCDE1736F,5505 6601 2879,DL-2693-798640,"[3, 5]",False,
243,Driver_243,1,ABCDE4634F,7800 8553 3904,DL-9778-875059,[1],False,
244,Driver_244,1,ABCDE2782F,8856 7854 6073,DL-2887-396829,"[4, 5, 1]",False,
245,Driver_245,1,ABCDE1653F,4636 3585 3788,DL-3336-633560,[4],True,
246,Driver_246,1,ABCDE9285F,7897 8084 1756,DL-4953-517791,"[1, 4]",True,
247,Driver_247,1,ABCDE8665F,4445 9692 5053,DL-3464-101571,"[2, 4]",True,
248,Driver_248,1,ABCDE7744F,4713 9999 5029,DL-1638-519378,[5],False,
249,Driver_249,1,ABCDE5020F,9211 1425 4279,DL-8065-949150,"[1, 2, 4]",True,
250,Driver_250,1,ABCDE4771F,6215 9357 1845,DL-1477-922103,[5],False,
251,Driver_251,1,ABCDE6265F,6870 4676 9313,DL-6538-502280,"[4, 3, 5]",False,
252,Driver_252,1,ABCDE8744F,7366 3103 2342,DL-1833-900514,"[2, 3, 4]",True,
253,Driver_253,1,ABCDE8853F,9522 4990 5629,DL-9957-981458,[4],False,
254,Driver_254,1,ABCDE7530F,9147 8454 6396,DL-9818-108422,[2],False,
255,Driver_255,1,ABCDE4708F,7269 1126 7155,DL-9979-344012,[4],False,
256,Driver_256,1,ABCDE8842F,8875 4378 1219,DL-3130-835084,"[5, 1, 3]",False,
257,Driver_257,1,ABCDE7458F,7309 5292 9441,DL-7834-903540,"[3, 5, 4]",True,
258,Driver_258,1,ABCDE9648F,9890 5002 7387,DL-2306-626249,[1],False,
259,Driver_259,1,ABCDE9559F,2157 1760 3018,DL-5968-522508,"[4, 5]",True,
260,Driver_260,1,ABCDE5874F,2453 2063 7435,DL-5284-305028,[3],True,
261,Driver_261,1,ABCDE4893F,8199 2787 4236,DL-3246-459620,[5],True,
262,Driver_262,1,ABCDE5757F,5044 4769 6285,DL-7791-288800,"[5, 3, 1]",True,
263,Driver_263,1,ABCDE8786F,4873 7431 2659,DL-6383-438160,[4],False,
264,Driver_264,1,ABCDE6409F,3244 6729 7369,DL-6391-202176,"[2, 4]",True,
265,Driver_265,1,ABCDE9925F,8432 9166 4219,DL-5423-805310,"[4, 3]",True,
266,Driver_266,1,ABCDE7357F,9721 7404 6543,DL-7663-923309,"[5, 3, 2]",False,
267,Driver_267,1,ABCDE7610F,1000 8196 1207,DL-5884-791328,"[4, 3]",True,
268,Driver_268,1,ABCDE5240F,8375 7295 8270,DL-3509-244030,"[1, 5, 4]",False,
269,Driver_269,1,ABCDE8152F,5728 3549 8526,DL-9117-646480,"[3, 1, 2]",True,
270,Driver_270,1,ABCDE1566F,5875 3591 7116,DL-5132-826601,[5],True,
271,Driver_271,1,ABCDE9901F,1525 1312 2927,DL-5359-674457,"[3, 5, 4]",False,
272,Driver_272,1,ABCDE5559F,5657 6552 1949,DL-2130-171419,[4],True,
273,Driver_273,1,ABCDE4183F,6590 9709 9296,DL-1267-534624,"[3, 1, 2]",False,
274,Driver_274,1,ABCDE7670F,8324 3903 4936,DL-6004-663962,[1],False,
275,Driver_275,1,ABCDE4485F,5257 8391 5920,DL-4997-608020,"[5, 3, 1]",True,
276,Driver_276,1,ABCDE9544F,2962 4555 6280,DL-6900-916901,"[3, 5]",True,
277,Driver_277,1,ABCDE5983F,2268 3353 5142,DL-6633-837531,"[4, 1]",True,
278,Driver_278,1,ABCDE9571F,4297 8219 4789,DL-4954-905059,"[4, 5]",True,
279,Driver_279,1,ABCDE5415F,4710 7751 5864,DL-9766-436989,"[4, 5]",True,
280,Driver_280,1,ABCDE9909F,1009 8265 9054,DL-1297-923752,"[4, 3]",True,
281,Driver_281,1,ABCDE7742F,2733 6001 5678,DL-4151-871114,[4],False,
282,Driver_282,1,ABCDE1278F,9525 7935 6915,DL-3284-998615,"[4, 2, 1]",True,
283,Driver_283,1,ABCDE2799F,5722 9484 8256,DL-8151-457316,"[3, 4]",True,
284,Driver_284,1,ABCDE4075F,8243 7008 5839,DL-4146-797159,"[2, 1]",False,
285,Driver_285,1,ABCDE3441F,2328 8846 1781,DL-6948-885840,"[4, 1, 5]",True,
286,Driver_286,1,ABCDE4959F,8041 9324 6172,DL-4905-973929,[2],True,
287,Driver_287,1,ABCDE1309F,2880 7846 4888,DL-8298-269274,"[4, 1]",True,
288,Driver_288,1,ABCDE5990F,9124 2132 6170,DL-9194-683429,"[4, 2, 3]",False,
289,Driver_289,1,ABCDE9689F,1012 1835 5038,DL-2890-631911,"[3, 5]",True,
290,Driver_290,1,ABCDE5234F,3959 4062 8045,DL-4096-575963,[2],False,
291,Driver_291,1,ABCDE7095F,8239 6824 1905,DL-5822-735175,"[1, 5, 3]",True,
292,Driver_292,1,ABCDE8917F,7228 2962 6529,DL-7540-852269,"[1, 5]",False,
293,Driver_293,1,ABCDE2269F,1503 3459 9094,DL-9150-119505,[3],True,
294,Driver_294,1,ABCDE9682F,1421 2624 6015,DL-3937-933290,"[4, 2]",False,
