Request_id,Customer_id,operators_id,Delivery_latitude,Delivery_longitude,Delivery_city_id,Delivery_address,items_in_this_request,Request_placing_time
20,20,1,30.072088085200196,74.13470875546945,1,Address_20,"[(7, 4), (5, 11), (2, 3), (4, 4)]",2024-10-18 09:00:00
21,21,10,30.203483775415833,74.27587770800491,1,Address_21,"[(7, 6), (3, 16), (3, 9), (1, 15), (6, 8), (2, 18), (5, 4)]",2024-10-18 09:00:00
22,22,12,30.213991275494845,74.26134693010214,1,Address_22,"[(2, 19), (10, 14), (9, 18), (3, 2)]",2024-10-18 09:00:00
23,23,12,30.155152237690757,74.1132676986666,1,Address_23,"[(10, 7), (4, 17), (4, 7), (9, 19), (6, 16)]",2024-10-18 09:00:00
24,24,12,30.127145293777847,74.1740688708364,1,Address_24,"[(1, 14), (9, 10), (2, 11), (9, 14), (4, 4)]",2024-10-18 09:00:00
25,25,12,30.22324515154654,74.24151247265834,1,Address_25,"[(10, 13), (2, 1), (2, 8), (9, 15), (8, 6)]",2024-10-18 09:00:00
26,26,1,30.184626559228814,74.27682330870866,1,Address_26,"[(4, 2), (1, 8), (8, 16), (10, 9), (2, 12), (6, 4), (6, 19)]",2024-10-18 09:00:00
27,27,1,30.13226560115818,74.09722469927323,1,Address_27,"[(10, 13), (9, 14), (1, 14), (7, 4)]",2024-10-18 09:00:00
28,28,12,30.19280181206456,74.23597398002526,1,Address_28,"[(5, 7), (3, 14), (4, 14), (4, 8), (2, 15)]",2024-10-18 09:00:00
29,29,10,30.1501851300578,74.33814755444928,1,Address_29,"[(5, 20), (5, 15), (6, 18), (10, 10), (1, 5), (8, 17), (2, 6), (9, 15)]",2024-10-18 09:00:00
30,30,10,30.19145194090302,74.061737082025,1,Address_30,"[(2, 18), (10, 19), (3, 6), (9, 16), (10, 17), (5, 2), (10, 7), (5, 13), (3, 5)]",2024-10-18 09:00:00
31,31,12,19.433081540734516,78.23785300077502,2,Address_31,"[(1, 18), (2, 15), (9, 13), (8, 11), (5, 7)]",2024-10-18 09:00:00
32,32,5,19.491978919348046,78.32857061423664,2,Address_32,"[(4, 11), (6, 18), (6, 1)]",2024-10-18 09:00:00
33,33,18,19.28328468665016,78.29111546146989,2,Address_33,"[(2, 7), (10, 2)]",2024-10-18 09:00:00
34,34,8,19.237006341187833,78.29465660861388,2,Address_34,"[(9, 18), (10, 3)]",2024-10-18 09:00:00
35,35,18,19.331349638189952,78.26775849690934,2,Address_35,"[(5, 1), (9, 10), (10, 14), (9, 8), (4, 10)]",2024-10-18 09:00:00
36,36,12,19.41727112108207,78.37253071232571,2,Address_36,"[(3, 19), (7, 3), (10, 14), (8, 11), (1, 20), (5, 16), (9, 9)]",2024-10-18 09:00:00
37,37,18,19.308008288490775,78.2805977278025,2,Address_37,"[(4, 11), (8, 3), (3, 8), (1, 5), (2, 6)]",2024-10-18 09:00:00
38,38,8,19.446850763309396,78.32976750954474,2,Address_38,"[(3, 3), (3, 3), (4, 15)]",2024-10-18 09:00:00
39,39,18,19.484468229854983,78.30469017053328,2,Address_39,"[(6, 6)]",2024-10-18 09:00:00
40,40,5,19.528634079023902,78.3509820742408,2,Address_40,"[(4, 8), (1, 5), (9, 14), (9, 6), (10, 9), (2, 19), (10, 7), (6, 14), (4, 3), (3, 9), (3, 5)]",2024-10-18 09:00:00
41,41,8,19.395214995759627,78.32272869025238,2,Address_41,"[(9, 19)]",2024-10-18 09:00:00
42,42,8,19.237938578363117,78.29434338157425,2,Address_42,"[(5, 1), (8, 13), (9, 2), (6, 13), (8, 2), (5, 11), (10, 10)]",2024-10-18 09:00:00
43,43,12,19.361106006791772,78.29344481587549,2,Address_43,"[(2, 11), (4, 16), (7, 7), (9, 12), (10, 20), (10, 18), (4, 15), (3, 13), (4, 14), (2, 2)]",2024-10-18 09:00:00
44,44,18,19.431505804126285,78.47890555670067,2,Address_44,"[(3, 13), (8, 7), (10, 18), (2, 17), (9, 15)]",2024-10-18 09:00:00
45,45,18,19.29960309963132,78.20854520010964,2,Address_45,"[(2, 13), (8, 7), (10, 13), (7, 11), (2, 7), (4, 10), (10, 12), (6, 9), (6, 14)]",2024-10-18 09:00:00
46,46,5,19.343652370723067,78.16050976672133,2,Address_46,"[(3, 3), (6, 13), (3, 20), (9, 12), (6, 17), (1, 3)]",2024-10-18 09:00:00
47,47,8,19.27536587714081,78.49346652418454,2,Address_47,"[(7, 7), (3, 14), (4, 1), (1, 10), (8, 13), (5, 9), (3, 13)]",2024-10-18 09:00:00
48,48,18,19.39137811681274,78.2375688630524,2,Address_48,"[(4, 11), (4, 7)]",2024-10-18 09:00:00
49,49,5,19.478148131130183,78.27769171618218,2,Address_49,"[(3, 17), (6, 5), (4, 12), (9, 4), (6, 4), (4, 6)]",2024-10-18 09:00:00
50,50,5,19.47399755823544,78.11584983573907,2,Address_50,"[(2, 16), (8, 1), (8, 20), (9, 5), (9, 12), (3, 9), (5, 11), (10, 17), (2, 4), (10, 7)]",2024-10-18 09:00:00
51,51,18,19.382453375652876,78.30938771009899,2,Address_51,"[(6, 14)]",2024-10-18 09:00:00
52,52,5,19.365379271086336,78.07757526106907,2,Address_52,"[(3, 2), (6, 16), (9, 9), (2, 3), (8, 8), (9, 1), (8, 1), (2, 7), (7, 20), (1, 15)]",2024-10-18 09:00:00
53,53,12,19.323146763989822,78.38758431926975,2,Address_53,"[(8, 1), (3, 6), (3, 20), (2, 13), (10, 9), (6, 20), (8, 9), (5, 19), (5, 11), (4, 20)]",2024-10-18 09:00:00
54,54,5,19.566348823207964,78.3911878578725,2,Address_54,"[(1, 7), (4, 13)]",2024-10-18 09:00:00
55,55,8,19.515201979229325,78.21166087990062,2,Address_55,"[(3, 9), (8, 1), (6, 7), (9, 5), (7, 20), (2, 1)]",2024-10-18 09:00:00
56,56,18,19.549292736310075,78.26960624760918,2,Address_56,"[(10, 5), (8, 2), (6, 20), (8, 6), (2, 20), (1, 19), (7, 16)]",2024-10-18 09:00:00
57,57,8,19.404425429784002,78.2567999386208,2,Address_57,"[(7, 15), (10, 20), (5, 16)]",2024-10-18 09:00:00
58,58,18,19.44098725376853,78.46231696545055,2,Address_58,"[(5, 3), (2, 2), (10, 4), (6, 19), (6, 14), (1, 15), (5, 12), (2, 2), (3, 17), (10, 20)]",2024-10-18 09:00:00
59,59,18,19.5077413353996,78.46085093612373,2,Address_59,"[(8, 1)]",2024-10-18 09:00:00
60,60,18,19.24559689580727,78.14721392530527,2,Address_60,"[(10, 14), (9, 4), (3, 5), (9, 15)]",2024-10-18 09:00:00
61,61,9,23.9236538617098,91.29960004385892,3,Address_61,"[(5, 7), (5, 17), (1, 17), (9, 15), (8, 19), (5, 5)]",2024-10-18 09:00:00
62,62,20,23.79284114778665,91.31560175648764,3,Address_62,"[(5, 19), (7, 19), (8, 2), (4, 9), (4, 14)]",2024-10-18 09:00:00
63,63,7,23.890288698016473,91.24330978264227,3,Address_63,"[(4, 4), (5, 11), (1, 8), (3, 9)]",2024-10-18 09:00:00
64,64,20,23.826345071633163,91.26588782707059,3,Address_64,"[(7, 10), (4, 1), (3, 9), (1, 9), (2, 19), (5, 6), (1, 11), (5, 20)]",2024-10-18 09:00:00
65,65,8,23.926525938117987,91.33333664299153,3,Address_65,"[(4, 9), (4, 1), (4, 9), (9, 20), (4, 7), (2, 1), (10, 18), (9, 13), (3, 19), (6, 10)]",2024-10-18 09:00:00
66,66,8,23.868756491458544,91.35245820757018,3,Address_66,"[(1, 6), (5, 11), (6, 13), (6, 2), (3, 12), (5, 20)]",2024-10-18 09:00:00
67,67,7,23.94742528558742,91.26111876673376,3,Address_67,"[(1, 4), (1, 4), (10, 10), (7, 1), (2, 9), (9, 13), (6, 5), (8, 18), (5, 6), (10, 15)]",2024-10-18 09:00:00
68,68,8,23.83437097912763,91.32106509378677,3,Address_68,"[(1, 20), (5, 11), (8, 17), (6, 15), (2, 16), (6, 7), (7, 17)]",2024-10-18 09:00:00
69,69,8,23.842714855151364,91.31020768977895,3,Address_69,"[(1, 18), (3, 3), (6, 4), (4, 18), (8, 6)]",2024-10-18 09:00:00
70,70,13,23.917455477284356,91.27125229976319,3,Address_70,"[(3, 11), (8, 10), (2, 18), (1, 12), (9, 12), (7, 6), (4, 12), (7, 8), (3, 6)]",2024-10-18 09:00:00
71,71,13,23.835418234999427,91.27673514532177,3,Address_71,"[(2, 12), (2, 9), (9, 19), (2, 12), (10, 7), (7, 8), (3, 19), (9, 3)]",2024-10-18 09:00:00
72,72,4,23.874282747838908,91.32013439445343,3,Address_72,"[(8, 17), (1, 2), (1, 4), (9, 20), (8, 2), (9, 14), (2, 3)]",2024-10-18 09:00:00
73,73,13,23.86278215722174,91.21861913226815,3,Address_73,"[(7, 18), (4, 18), (5, 19), (4, 3), (5, 2), (2, 12), (6, 19), (8, 16)]",2024-10-18 09:00:00
74,74,7,23.934580408964973,91.18754698554794,3,Address_74,"[(7, 13), (9, 14), (6, 14)]",2024-10-18 09:00:00
75,75,9,23.87523199529159,91.21422698710546,3,Address_75,"[(9, 20), (10, 9)]",2024-10-18 09:00:00
76,76,9,23.803868960120134,91.28391000715015,3,Address_76,"[(10, 9), (1, 7)]",2024-10-18 09:00:00
77,77,7,23.79834398182032,91.4194186343279,3,Address_77,"[(8, 3), (9, 5), (5, 17), (10, 8), (7, 12), (9, 2), (6, 7), (1, 8), (2, 7)]",2024-10-18 09:00:00
78,78,13,23.840503401183874,91.27633197400709,3,Address_78,"[(6, 11), (4, 1), (1, 4), (9, 14), (2, 15), (5, 13), (2, 12), (8, 20), (10, 8), (7, 12), (8, 19)]",2024-10-18 09:00:00
79,79,7,23.94118556382855,91.30805121027205,3,Address_79,"[(9, 17), (7, 18), (3, 6), (9, 1), (8, 14), (9, 2)]",2024-10-18 09:00:00
80,80,20,23.840573153795194,91.35534662594587,3,Address_80,"[(3, 14), (4, 15), (1, 10), (10, 14), (3, 20), (8, 17), (7, 15)]",2024-10-18 09:00:00
81,81,9,23.852016817042788,91.29256232181116,3,Address_81,"[(9, 10)]",2024-10-18 09:00:00
82,82,9,23.808188153029647,91.23808281096606,3,Address_82,"[(8, 10), (6, 7), (9, 2)]",2024-10-18 09:00:00
83,83,7,23.866813439173185,91.37759010088065,3,Address_83,"[(1, 16), (9, 9), (4, 16), (3, 7), (6, 19), (9, 15), (5, 4), (6, 19)]",2024-10-18 09:00:00
84,84,20,23.823292833271086,91.2933857112814,3,Address_84,"[(10, 13), (6, 7), (4, 3), (4, 19), (8, 16), (6, 2), (2, 6), (1, 4), (5, 9), (2, 5)]",2024-10-18 09:00:00
85,85,9,23.720501104883837,91.26286118090844,3,Address_85,"[(4, 12), (8, 3), (2, 9), (1, 13), (4, 9), (3, 6), (6, 8), (9, 20), (9, 3)]",2024-10-18 09:00:00
86,86,8,23.708226318350665,91.31782743995099,3,Address_86,"[(1, 20), (6, 18), (8, 5), (6, 18), (7, 17), (2, 20), (3, 8), (1, 14), (10, 3), (10, 1), (6, 4)]",2024-10-18 09:00:00
87,87,20,23.827228837859042,91.3046522981489,3,Address_87,"[(10, 7), (10, 5), (9, 1), (1, 9), (5, 14), (6, 1), (1, 17), (9, 20), (3, 2), (9, 8), (2, 10)]",2024-10-18 09:00:00
88,88,7,23.92040171031174,91.37971457482223,3,Address_88,"[(10, 20), (9, 7), (1, 18), (8, 5), (2, 18), (9, 13), (6, 18), (4, 17), (8, 6), (4, 4), (10, 12)]",2024-10-18 09:00:00
89,89,4,23.940934823880184,91.3493265139032,3,Address_89,"[(9, 10), (9, 20), (6, 9), (10, 5), (2, 8), (2, 12)]",2024-10-18 09:00:00
90,90,7,23.781323791322862,91.37534866802821,3,Address_90,"[(2, 20), (9, 19), (1, 5), (2, 16), (4, 16), (1, 9)]",2024-10-18 09:00:00
91,91,2,27.191560290289946,78.01419395942682,4,Address_91,"[(9, 5), (3, 7), (8, 4), (2, 11)]",2024-10-18 09:00:00
92,92,20,27.173940694675302,78.01431049380778,4,Address_92,"[(9, 3), (5, 3), (7, 3), (10, 4), (5, 17), (8, 6), (2, 2), (10, 12)]",2024-10-18 09:00:00
93,93,20,27.15148074773743,78.03408996610483,4,Address_93,"[(10, 16), (3, 16), (10, 2), (6, 6), (10, 11)]",2024-10-18 09:00:00
94,94,16,27.157866865647637,77.93642955158992,4,Address_94,"[(7, 20), (9, 5)]",2024-10-18 09:00:00
95,95,18,27.26663719087502,77.9530433208802,4,Address_95,"[(5, 9), (4, 11), (5, 17), (1, 7), (6, 8), (9, 1), (4, 18), (10, 14), (7, 5)]",2024-10-18 09:00:00
96,96,16,27.202546535009336,77.98677160177124,4,Address_96,"[(8, 15), (8, 14), (3, 11), (3, 2), (4, 20), (4, 20), (6, 11), (3, 11), (3, 11)]",2024-10-18 09:00:00
97,97,10,27.21832011456167,78.06667409102845,4,Address_97,"[(5, 3)]",2024-10-18 09:00:00
98,98,10,27.18873513479956,77.92081293756978,4,Address_98,"[(7, 13), (9, 11), (6, 10), (1, 8), (6, 18), (8, 11)]",2024-10-18 09:00:00
99,99,10,27.111979867412398,77.99750527598468,4,Address_99,"[(1, 11), (3, 16), (5, 9), (2, 8), (3, 9), (3, 8), (6, 7), (8, 18), (8, 19)]",2024-10-18 09:00:00
100,100,18,27.258356534151844,78.03440114434076,4,Address_100,"[(2, 10), (3, 10), (2, 11)]",2024-10-18 09:00:00
101,101,20,27.129010694392715,77.99721331625653,4,Address_101,"[(6, 10), (9, 5), (6, 2), (1, 4), (8, 2), (5, 9), (5, 8), (5, 11), (9, 9)]",2024-10-18 09:00:00
102,102,10,27.14950454751726,78.07375541640965,4,Address_102,"[(3, 18), (6, 4), (2, 19), (3, 12), (10, 2), (2, 14), (5, 2), (6, 20), (9, 15), (4, 4), (9, 10)]",2024-10-18 09:00:00
103,103,20,27.230938297277003,77.9717038282998,4,Address_103,"[(2, 10), (5, 17), (10, 3), (4, 4), (9, 6), (6, 9), (2, 16), (5, 20), (1, 11), (7, 6), (2, 16)]",2024-10-18 09:00:00
104,104,18,27.193850492446224,78.1084218822491,4,Address_104,"[(3, 13), (3, 20), (2, 13), (1, 2), (5, 15), (6, 2)]",2024-10-18 09:00:00
105,105,18,27.181533998865316,78.0905835762526,4,Address_105,"[(3, 7), (9, 12), (4, 10), (1, 17), (1, 13), (1, 5), (9, 7)]",2024-10-18 09:00:00
106,106,2,27.22561261593839,77.97287032275784,4,Address_106,"[(5, 5), (5, 12), (2, 2), (3, 1), (10, 18)]",2024-10-18 09:00:00
107,107,20,27.220082938405003,78.08331200031832,4,Address_107,"[(10, 4), (1, 14)]",2024-10-18 09:00:00
108,108,18,27.172989883989302,77.97689592482136,4,Address_108,"[(9, 1), (7, 7), (5, 7), (5, 4), (5, 18), (5, 4), (8, 13), (1, 17), (7, 9)]",2024-10-18 09:00:00
109,109,20,27.21597912575224,78.00469062561808,4,Address_109,"[(9, 7)]",2024-10-18 09:00:00
110,110,18,27.187600319662902,78.00882734654417,4,Address_110,"[(7, 17), (5, 11), (7, 9), (4, 19), (8, 6), (4, 13), (1, 7), (4, 19)]",2024-10-18 09:00:00
111,111,10,27.24037505353247,77.93184922763923,4,Address_111,"[(6, 8), (4, 15), (1, 3), (9, 20), (5, 15), (8, 20), (3, 7), (3, 16)]",2024-10-18 09:00:00
112,112,2,27.2575606331255,77.95446976197063,4,Address_112,"[(8, 2), (7, 15), (1, 2), (4, 2), (1, 16), (8, 9), (8, 3), (7, 13)]",2024-10-18 09:00:00
113,113,10,27.194664389752404,78.04332607518859,4,Address_113,"[(7, 13), (2, 17), (5, 6), (2, 3), (6, 15), (7, 8), (2, 9), (2, 12), (10, 3), (1, 1)]",2024-10-18 09:00:00
114,114,10,27.13172505699337,78.09292917677183,4,Address_114,"[(6, 8), (9, 2), (2, 11), (2, 17), (2, 6)]",2024-10-18 09:00:00
115,115,20,27.169587483801312,78.03281255595535,4,Address_115,"[(3, 16), (5, 19), (1, 10), (10, 6), (8, 12), (3, 13), (7, 16), (7, 6)]",2024-10-18 09:00:00
116,116,16,27.235557652112835,78.06155863143924,4,Address_116,"[(1, 13), (9, 10), (10, 7)]",2024-10-18 09:00:00
117,117,2,27.199468588113394,78.07416759110819,4,Address_117,"[(5, 4)]",2024-10-18 09:00:00
118,118,2,27.148521573662265,77.92140004928929,4,Address_118,"[(5, 5), (2, 18), (9, 15), (7, 10), (7, 6)]",2024-10-18 09:00:00
119,119,18,27.191949726898248,77.93996930663397,4,Address_119,"[(7, 8), (1, 18)]",2024-10-18 09:00:00
120,120,10,27.160633280555913,78.02447735345865,4,Address_120,"[(4, 20), (1, 19), (2, 11), (10, 17), (2, 14), (8, 13), (6, 4), (1, 8)]",2024-10-18 09:00:00
121,121,5,19.00285380604437,74.83640551528143,5,Address_121,"[(2, 13), (9, 11), (1, 14), (7, 11)]",2024-10-18 09:00:00
122,122,15,19.242786843224263,74.76412164092173,5,Address_122,"[(8, 9), (7, 12), (9, 18), (10, 2), (1, 12), (3, 4), (1, 3), (8, 14), (9, 5), (4, 11)]",2024-10-18 09:00:00
123,123,5,19.042583684359325,74.80305704873889,5,Address_123,"[(2, 2), (2, 5), (2, 17)]",2024-10-18 09:00:00
124,124,15,19.073415335146073,74.85455145225598,5,Address_124,"[(5, 1), (10, 14), (4, 15), (2, 20), (4, 16), (7, 7), (2, 5), (1, 16)]",2024-10-18 09:00:00
125,125,15,19.079608676629658,74.73731518014084,5,Address_125,"[(8, 8), (8, 4), (2, 4), (7, 4), (5, 15), (7, 4), (3, 4), (10, 12), (3, 10)]",2024-10-18 09:00:00
126,126,5,19.13108856092947,74.71024115164457,5,Address_126,"[(3, 3), (5, 15), (9, 11)]",2024-10-18 09:00:00
127,127,1,19.022716181151132,74.69921514854462,5,Address_127,"[(6, 20), (8, 9)]",2024-10-18 09:00:00
128,128,4,19.192599690837444,74.81350235727224,5,Address_128,"[(3, 10), (1, 13), (6, 8), (5, 12), (10, 17), (7, 1), (8, 5), (3, 13), (4, 14), (10, 14), (2, 9)]",2024-10-18 09:00:00
129,129,4,19.046139432874643,74.74093223748154,5,Address_129,"[(10, 7), (7, 13), (2, 13), (1, 20), (8, 17), (8, 6), (3, 16), (2, 19), (6, 4)]",2024-10-18 09:00:00
130,130,15,19.054033085270927,74.8277046855173,5,Address_130,"[(2, 5)]",2024-10-18 09:00:00
131,131,1,19.103497316996176,74.68714911779442,5,Address_131,"[(7, 19), (3, 2), (1, 7), (9, 5), (9, 18), (5, 4), (7, 9), (7, 7)]",2024-10-18 09:00:00
132,132,4,19.1375356025573,74.73145454339695,5,Address_132,"[(2, 15), (1, 12), (3, 1), (5, 7), (5, 6), (5, 3), (1, 7), (5, 10), (1, 2), (4, 8), (1, 16)]",2024-10-18 09:00:00
133,133,5,19.231249505693064,74.74959375769306,5,Address_133,"[(10, 12), (7, 6), (7, 14), (1, 13), (1, 6), (6, 11), (4, 11), (1, 15), (1, 8)]",2024-10-18 09:00:00
134,134,1,19.006904548974642,74.65793853943418,5,Address_134,"[(8, 14), (1, 17), (1, 4), (4, 1), (7, 16)]",2024-10-18 09:00:00
135,135,5,19.099714939115003,74.74283681514984,5,Address_135,"[(8, 10), (1, 15), (3, 2)]",2024-10-18 09:00:00
136,136,4,19.18341491182541,74.63573846511453,5,Address_136,"[(1, 18), (8, 10), (9, 19)]",2024-10-18 09:00:00
137,137,15,19.053283903758327,74.78872147140919,5,Address_137,"[(7, 12), (6, 1), (6, 9), (1, 19), (6, 14)]",2024-10-18 09:00:00
138,138,5,19.084866916921055,74.79170034443115,5,Address_138,"[(5, 9), (9, 2), (5, 6), (3, 2)]",2024-10-18 09:00:00
139,139,15,19.094364242405145,74.73824392797701,5,Address_139,"[(4, 18), (7, 11), (9, 5), (3, 4), (2, 9)]",2024-10-18 09:00:00
140,140,15,19.11645920403155,74.7858590754006,5,Address_140,"[(9, 18), (9, 12), (4, 17), (1, 13), (9, 2), (4, 16), (10, 6)]",2024-10-18 09:00:00
141,141,15,19.113289997874215,74.66056946957238,5,Address_141,"[(9, 14), (3, 15)]",2024-10-18 09:00:00
142,142,15,19.039214030528285,74.58310704726803,5,Address_142,"[(10, 13), (2, 7)]",2024-10-18 09:00:00
143,143,5,19.136333894562256,74.74139643041067,5,Address_143,"[(4, 2), (6, 18)]",2024-10-18 09:00:00
144,144,4,19.14829650684976,74.79471245598448,5,Address_144,"[(8, 6), (5, 15)]",2024-10-18 09:00:00
145,145,4,19.154601083136168,74.75819530306642,5,Address_145,"[(3, 10), (10, 5), (6, 1), (9, 4), (6, 16), (6, 5), (5, 5), (2, 17), (10, 12)]",2024-10-18 09:00:00
146,146,1,19.09391371465222,74.74628525333472,5,Address_146,"[(3, 4), (4, 16), (6, 2), (3, 9), (4, 15), (2, 16), (3, 6), (10, 7)]",2024-10-18 09:00:00
147,147,1,19.159986239378252,74.63232442079912,5,Address_147,"[(6, 1), (8, 17), (7, 6)]",2024-10-18 09:00:00
148,148,4,19.124628078872398,74.75725559250469,5,Address_148,"[(6, 1), (7, 2), (1, 8)]",2024-10-18 09:00:00
149,149,5,19.08374510894593,74.72991362700316,5,Address_149,"[(7, 11), (10, 6), (9, 15)]",2024-10-18 09:00:00
150,150,15,19.025524896129436,74.75527551616496,5,Address_150,"[(7, 12), (6, 9), (10, 12)]",2024-10-18 09:00:00
151,151,5,23.123645875614375,72.40148149278538,6,Address_151,"[(1, 3), (4, 1), (10, 15), (2, 2)]",2024-10-18 09:00:00
152,152,17,23.184826923692004,72.65960093411678,6,Address_152,"[(6, 3), (6, 17), (4, 13), (8, 11), (7, 10), (8, 2), (2, 18), (1, 6), (1, 16), (3, 14), (6, 14)]",2024-10-18 09:00:00
153,153,11,23.070303286307357,72.71429579560804,6,Address_153,"[(6, 12), (7, 15), (2, 8), (1, 4), (8, 15), (1, 17), (3, 15), (2, 10), (4, 15), (10, 3), (4, 3)]",2024-10-18 09:00:00
154,154,5,23.01185289419008,72.5832814104983,6,Address_154,"[(8, 5)]",2024-10-18 09:00:00
155,155,11,23.0807635187514,72.43559783150565,6,Address_155,"[(8, 7), (5, 11), (6, 11), (3, 6), (10, 2), (4, 8), (10, 14), (8, 4), (1, 5), (8, 4), (10, 19)]",2024-10-18 09:00:00
156,156,9,23.199576346310547,72.64946267601012,6,Address_156,"[(4, 9), (3, 12), (4, 2), (10, 2), (8, 16), (5, 11), (10, 8), (7, 2), (4, 14), (9, 12)]",2024-10-18 09:00:00
157,157,9,22.976928919808717,72.6336301291796,6,Address_157,"[(1, 2), (3, 4), (7, 1)]",2024-10-18 09:00:00
158,158,5,22.950558220612972,72.80952597200181,6,Address_158,"[(3, 10), (5, 14), (5, 11), (10, 14), (4, 2), (5, 13), (7, 17), (4, 7), (5, 16)]",2024-10-18 09:00:00
159,159,10,23.028400758669825,72.57656531717367,6,Address_159,"[(2, 6), (5, 19), (4, 10), (2, 11), (5, 10), (8, 10), (5, 7), (3, 3), (8, 17), (4, 12)]",2024-10-18 09:00:00
160,160,10,22.809842936697816,72.48041378417028,6,Address_160,"[(10, 18), (6, 15), (3, 19)]",2024-10-18 09:00:00
161,161,11,23.10099808416179,72.68865170738047,6,Address_161,"[(9, 6), (6, 12)]",2024-10-18 09:00:00
162,162,10,23.12257985703354,72.59405271132341,6,Address_162,"[(4, 6), (3, 19), (8, 12), (7, 7)]",2024-10-18 09:00:00
163,163,10,23.132036400157162,72.78264779608011,6,Address_163,"[(5, 8), (7, 20), (1, 7), (3, 9), (7, 16), (10, 4)]",2024-10-18 09:00:00
164,164,11,22.912411429124404,72.60771425075473,6,Address_164,"[(5, 10), (1, 8)]",2024-10-18 09:00:00
165,165,10,22.96496719069948,72.61815800454413,6,Address_165,"[(2, 8), (7, 16), (3, 15), (1, 3), (2, 10), (1, 1), (10, 12), (2, 14), (4, 4), (8, 17)]",2024-10-18 09:00:00
166,166,18,22.898967796119386,72.56042480776077,6,Address_166,"[(9, 9), (4, 19), (3, 20), (5, 11), (2, 3), (4, 10)]",2024-10-18 09:00:00
167,167,10,23.04594443698932,72.50590357040589,6,Address_167,"[(2, 18), (6, 9), (5, 10), (10, 7), (6, 2), (4, 10), (2, 15)]",2024-10-18 09:00:00
168,168,10,22.976114918713492,72.51599215351155,6,Address_168,"[(10, 14), (2, 15), (8, 19), (8, 9), (6, 7), (8, 12), (10, 13), (9, 16), (2, 8), (1, 5), (3, 5)]",2024-10-18 09:00:00
169,169,17,23.018880503936153,72.36360128807206,6,Address_169,"[(1, 11), (3, 19), (5, 13), (6, 6), (9, 1), (3, 5), (7, 3), (6, 6), (7, 5), (6, 3)]",2024-10-18 09:00:00
