id,name,city,pan,aadhar,dl_number,dl_for_vehicle_types,Available,rating
27,Driver_27,1,ABCDE1203F,1192 5216 8185,DL-4714-367217,"[1, 3, 2]",True,
28,Driver_28,1,ABCDE1402F,3939 7199 9829,DL-4719-888318,"[1, 5]",False,
29,Driver_29,1,ABCDE9734F,1034 6773 3460,DL-8699-203250,"[4, 1, 3]",False,
30,Driver_30,1,ABCDE6059F,9659 5049 8512,DL-4127-550163,[4],True,
31,Driver_31,1,ABCDE6550F,9211 8412 4889,DL-4403-304613,[3],False,
32,Driver_32,1,ABCDE8161F,4991 7202 3366,DL-5303-215495,"[2, 3]",True,
33,Driver_33,1,ABCDE2525F,3839 5618 5499,DL-1962-239819,"[4, 3]",False,
34,Driver_34,1,ABCDE3045F,3764 2656 4406,DL-4593-857759,"[2, 4, 5]",True,
35,Driver_35,1,ABCDE3820F,7663 9403 3335,DL-4972-262807,"[1, 3]",False,
36,Driver_36,1,ABCDE2901F,2880 1569 6141,DL-7792-852313,"[4, 1]",False,
37,Driver_37,1,ABCDE8256F,4582 1287 9472,DL-5362-827684,"[2, 3]",True,
38,Driver_38,1,ABCDE1070F,4100 4128 2040,DL-7446-675928,"[4, 1]",False,
39,Driver_39,1,ABCDE8756F,1755 1013 7978,DL-2162-700614,"[2, 3, 5]",True,
40,Driver_40,1,ABCDE9299F,4735 7405 4348,DL-5033-719782,[3],False,
41,Driver_41,1,ABCDE9772F,8548 4007 1292,DL-3382-864147,[3],False,
42,Driver_42,1,ABCDE1174F,5933 5043 2619,DL-6933-481685,"[3, 1]",False,
43,Driver_43,1,ABCDE7129F,9663 4195 9271,DL-3683-839430,"[2, 3, 5]",False,
44,Driver_44,1,ABCDE9869F,8732 7471 5009,DL-6385-604474,"[1, 5, 4]",False,
45,Driver_45,1,ABCDE8596F,4172 2200 3625,DL-6342-779315,"[2, 4, 1]",True,
46,Driver_46,1,ABCDE9401F,8967 4976 5161,DL-9439-188214,[5],True,
47,Driver_47,1,ABCDE3369F,9990 8780 9557,DL-3974-163316,[4],False,
48,Driver_48,1,ABCDE5482F,2990 8102 8555,DL-2606-120832,"[3, 1, 5]",True,
49,Driver_49,1,ABCDE6955F,6044 1287 9255,DL-4115-866984,"[3, 2]",True,
50,Driver_50,1,ABCDE5139F,9788 9550 3362,DL-9977-263863,[2],True,
51,Driver_51,1,ABCDE1691F,1212 3154 2250,DL-5049-262395,[4],True,
52,Driver_52,1,ABCDE3471F,4461 5502 5001,DL-4890-870395,[3],False,
53,Driver_53,1,ABCDE5280F,4071 6672 5630,DL-7342-740797,"[4, 2]",False,
54,Driver_54,1,ABCDE2516F,6658 2691 4319,DL-8572-685390,"[2, 4]",False,
55,Driver_55,1,ABCDE5995F,8041 9697 5292,DL-5621-697963,"[1, 2, 5]",False,
56,Driver_56,1,ABCDE6196F,3508 9062 4345,DL-2298-501905,"[1, 2]",False,
57,Driver_57,1,ABCDE7239F,3592 1326 5417,DL-6694-342323,[2],True,
58,Driver_58,1,ABCDE3723F,3849 8662 3842,DL-6816-408045,"[2, 4, 5]",False,
59,Driver_59,1,ABCDE6799F,6388 4527 3938,DL-2753-665328,"[5, 3, 2]",False,
60,Driver_60,1,ABCDE5026F,8242 5758 7768,DL-3035-556666,"[5, 2, 4]",False,
61,Driver_61,1,ABCDE7096F,4726 1610 9062,DL-3114-929259,"[1, 2, 4]",True,
62,Driver_62,1,ABCDE7472F,5566 6924 5141,DL-1572-957569,"[5, 1]",False,
63,Driver_63,1,ABCDE8680F,6001 9786 4799,DL-5926-774543,"[1, 2]",True,
64,Driver_64,1,ABCDE2327F,7042 2792 8970,DL-5796-940108,"[3, 4, 2]",False,
65,Driver_65,1,ABCDE9828F,1714 3719 2604,DL-1087-956730,"[3, 4]",False,
66,Driver_66,1,ABCDE5865F,9370 3227 2049,DL-1731-805421,[2],True,
67,Driver_67,1,ABCDE8473F,2282 7795 4968,DL-2746-981949,[3],False,
68,Driver_68,1,ABCDE3623F,1496 8760 2198,DL-8683-566772,[1],False,
69,Driver_69,1,ABCDE8223F,5050 6175 7633,DL-1927-478405,"[5, 2]",False,
70,Driver_70,1,ABCDE9028F,9433 7494 9513,DL-2850-617943,"[1, 3]",True,
71,Driver_71,1,ABCDE3539F,9119 3385 8044,DL-9366-462584,"[4, 3]",True,
72,Driver_72,1,ABCDE5999F,1620 7236 1113,DL-9463-289718,"[5, 2]",True,
73,Driver_73,1,ABCDE4727F,3314 9238 3550,DL-3693-792471,"[3, 5]",True,
74,Driver_74,1,ABCDE5861F,6077 9894 5764,DL-6615-456404,"[4, 5]",False,
75,Driver_75,1,ABCDE2175F,6454 1397 6373,DL-9688-390954,[1],False,
76,Driver_76,1,ABCDE9781F,6969 6469 2556,DL-8109-681963,"[1, 5]",False,
77,Driver_77,1,ABCDE5879F,1539 5777 7852,DL-4977-686765,"[2, 4]",True,
78,Driver_78,1,ABCDE3690F,2146 4981 2105,DL-6622-190787,"[3, 5, 4]",True,
79,Driver_79,1,ABCDE5746F,8590 1192 6832,DL-5264-592476,[2],True,
80,Driver_80,1,ABCDE2195F,7879 7234 7623,DL-8735-606719,[3],False,
81,Driver_81,1,ABCDE3529F,8375 8720 7011,DL-4502-670940,"[2, 3]",False,
82,Driver_82,1,ABCDE5471F,7691 3630 9689,DL-8379-999926,"[3, 1]",False,
83,Driver_83,1,ABCDE3530F,3522 7300 9718,DL-1262-915153,[3],False,
84,Driver_84,1,ABCDE9472F,3139 1290 1591,DL-6683-347492,"[2, 4]",False,
85,Driver_85,1,ABCDE1263F,6893 6157 7392,DL-2096-323732,[1],False,
86,Driver_86,1,ABCDE5671F,7086 8132 6853,DL-3344-343117,"[4, 3, 5]",True,
87,Driver_87,1,ABCDE5738F,8375 2618 3446,DL-6592-626067,"[1, 5, 2]",False,
88,Driver_88,1,ABCDE3973F,8547 8643 8873,DL-3140-863493,"[4, 3, 1]",False,
89,Driver_89,1,ABCDE3091F,8287 7771 5762,DL-6944-876537,"[3, 5]",False,
90,Driver_90,1,ABCDE7121F,5294 2061 6049,DL-8766-298325,"[1, 3]",True,
91,Driver_91,1,ABCDE2998F,8063 6157 4363,DL-5408-655092,"[5, 2, 1]",True,
92,Driver_92,1,ABCDE4783F,4070 7948 1647,DL-4631-380920,"[2, 5]",True,
93,Driver_93,1,ABCDE4881F,6803 2326 7483,DL-1140-783571,"[5, 3, 1]",False,
94,Driver_94,1,ABCDE1637F,5363 7767 6577,DL-8240-795625,[2],True,
95,Driver_95,1,ABCDE8941F,5742 6649 2009,DL-2129-392634,[1],True,
96,Driver_96,1,ABCDE4063F,1891 5657 8992,DL-2447-919660,"[2, 3]",False,
97,Driver_97,1,ABCDE3732F,9216 6882 6177,DL-8313-367469,[4],True,
98,Driver_98,1,ABCDE6106F,9584 4551 2015,DL-7218-729584,"[3, 1, 2]",True,
99,Driver_99,1,ABCDE6520F,5722 1754 5323,DL-5719-691183,"[1, 2]",True,
100,Driver_100,1,ABCDE3445F,8257 4838 1315,DL-2868-922256,[2],False,
101,Driver_101,1,ABCDE3940F,3987 9108 6715,DL-9210-350483,"[2, 3]",False,
102,Driver_102,1,ABCDE4479F,3409 2149 8296,DL-4835-913908,"[5, 4, 1]",False,
103,Driver_103,1,ABCDE7635F,2910 3862 7036,DL-1318-216582,"[5, 2]",True,
104,Driver_104,1,ABCDE5849F,3551 2743 3795,DL-7947-547656,[2],False,
105,Driver_105,1,ABCDE9235F,1448 2918 3380,DL-7132-766248,"[4, 5, 3]",True,
106,Driver_106,1,ABCDE4110F,8021 5750 6414,DL-2178-671163,"[1, 2, 5]",True,
107,Driver_107,1,ABCDE3137F,9262 3808 2764,DL-6185-236148,"[1, 3]",False,
108,Driver_108,1,ABCDE4272F,3432 4087 6174,DL-8345-928218,[5],False,
109,Driver_109,1,ABCDE6509F,1966 5220 4473,DL-6745-120584,"[5, 1]",False,
110,Driver_110,1,ABCDE6705F,2647 3922 2135,DL-3514-140792,"[5, 2]",True,
111,Driver_111,1,ABCDE6761F,6698 7134 1474,DL-6900-718552,"[5, 1]",True,
112,Driver_112,1,ABCDE3082F,7857 4711 6633,DL-7176-376061,"[2, 4, 5]",False,
113,Driver_113,1,ABCDE6633F,6767 9893 6277,DL-7042-279814,"[3, 4, 5]",False,
114,Driver_114,1,ABCDE2384F,1908 5252 8989,DL-4168-552138,[2],False,
115,Driver_115,1,ABCDE8963F,1796 4357 3826,DL-1011-608774,"[5, 1, 2]",False,
116,Driver_116,1,ABCDE6733F,5840 3359 1349,DL-9574-304861,"[5, 3, 4]",True,
117,Driver_117,1,ABCDE5970F,1724 6341 7391,DL-7619-168562,[5],False,
118,Driver_118,1,ABCDE3901F,9596 4867 4760,DL-5067-871728,"[2, 5]",True,
119,Driver_119,1,ABCDE2950F,2727 1134 9859,DL-3271-476509,"[4, 1]",True,
120,Driver_120,1,ABCDE9276F,3334 4443 5194,DL-9836-457939,[1],False,
121,Driver_121,1,ABCDE4214F,9508 8054 6675,DL-6349-321393,"[1, 2, 5]",False,
122,Driver_122,1,ABCDE5808F,6684 6120 7590,DL-4920-696653,"[2, 3, 5]",True,
123,Driver_123,1,ABCDE1653F,3442 5724 5144,DL-7775-150673,[3],True,
124,Driver_124,1,ABCDE6391F,6526 4240 5401,DL-9572-403145,[5],True,
125,Driver_125,1,ABCDE9890F,6902 3021 4899,DL-8636-939406,"[3, 4, 1]",False,
126,Driver_126,1,ABCDE4789F,2383 1611 4411,DL-7123-606685,[2],True,
127,Driver_127,1,ABCDE5501F,8729 1630 4028,DL-4783-305928,[3],True,
128,Driver_128,1,ABCDE7904F,5864 6055 5052,DL-7531-823210,"[5, 3, 4]",False,
129,Driver_129,1,ABCDE5032F,6986 2849 7742,DL-3935-544615,"[2, 4]",False,
130,Driver_130,1,ABCDE8073F,9129 7403 1738,DL-8846-359400,"[1, 4]",True,
131,Driver_131,1,ABCDE6480F,5107 2368 5019,DL-8548-668043,"[3, 5]",True,
132,Driver_132,1,ABCDE9008F,5474 1762 5578,DL-3245-784017,[5],True,
133,Driver_133,1,ABCDE3459F,7925 7528 1762,DL-9403-879980,"[2, 1]",False,
134,Driver_134,1,ABCDE1120F,8797 6983 6167,DL-1454-955912,"[5, 2]",False,
135,Driver_135,1,ABCDE2201F,2890 5072 8627,DL-1864-332152,"[4, 5, 1]",False,
136,Driver_136,1,ABCDE4343F,3657 9509 8578,DL-6653-869870,"[2, 3, 4]",True,
137,Driver_137,1,ABCDE4107F,2886 9767 5023,DL-6619-714219,"[2, 3]",True,
138,Driver_138,1,ABCDE2426F,9002 7125 4403,DL-1061-466719,"[4, 1]",False,
139,Driver_139,1,ABCDE5844F,1324 1502 6434,DL-9992-381490,"[2, 3]",True,
140,Driver_140,1,ABCDE8400F,4080 4257 2257,DL-4966-932350,"[1, 2, 3]",False,
141,Driver_141,1,ABCDE9305F,8089 4587 1747,DL-4007-701900,"[4, 2, 1]",True,
142,Driver_142,1,ABCDE8853F,9086 8251 7431,DL-3577-853273,"[4, 3, 5]",True,
143,Driver_143,1,ABCDE2846F,6475 2337 8529,DL-5562-600187,"[1, 4]",False,
144,Driver_144,1,ABCDE8202F,8380 4033 6535,DL-2449-778946,"[1, 3]",False,
145,Driver_145,1,ABCDE7600F,1129 8513 8836,DL-1330-211525,[2],False,
146,Driver_146,1,ABCDE3734F,9354 6063 2175,DL-6562-119876,"[5, 4, 3]",False,
147,Driver_147,1,ABCDE5502F,2326 6562 5890,DL-2420-655641,"[5, 2]",True,
148,Driver_148,1,ABCDE9133F,6181 6676 9536,DL-3178-274165,"[5, 3, 1]",True,
149,Driver_149,1,ABCDE8354F,7702 9444 2147,DL-9300-167178,"[1, 3, 5]",True,
150,Driver_150,1,ABCDE9551F,8706 5200 2541,DL-5100-688998,"[1, 4, 3]",True,
151,Driver_151,1,ABCDE8385F,8352 6127 5920,DL-3080-126195,"[3, 2, 4]",True,
152,Driver_152,1,ABCDE2938F,5746 7448 5938,DL-1244-590992,"[1, 2, 5]",False,
153,Driver_153,1,ABCDE2645F,5123 3760 5785,DL-3346-692835,"[3, 4]",False,
154,Driver_154,1,ABCDE6161F,5229 6444 3106,DL-9712-252912,[4],True,
155,Driver_155,1,ABCDE1261F,6817 2679 4185,DL-3395-210890,[1],False,
156,Driver_156,1,ABCDE9600F,1522 9055 3960,DL-1416-185990,"[4, 5, 3]",True,
157,Driver_157,1,ABCDE9238F,7260 9348 7631,DL-5979-883700,"[4, 3]",True,
158,Driver_158,1,ABCDE6565F,3165 9808 9887,DL-1409-667481,"[1, 2]",True,
159,Driver_159,1,ABCDE5603F,2634 4633 2559,DL-6576-524294,"[3, 5]",False,
160,Driver_160,1,ABCDE3952F,4884 2967 6599,DL-9484-606686,"[2, 1]",True,
161,Driver_161,1,ABCDE9802F,2164 7570 7289,DL-5770-173853,"[1, 4]",True,
162,Driver_162,1,ABCDE6366F,3978 8895 7557,DL-9304-773166,[3],True,
163,Driver_163,1,ABCDE3887F,5781 8393 9421,DL-3805-365456,[1],False,
164,Driver_164,1,ABCDE3091F,8093 9845 6448,DL-1502-550824,"[2, 1]",False,
165,Driver_165,1,ABCDE2035F,2269 3992 7554,DL-3267-474254,"[5, 4]",True,
166,Driver_166,1,ABCDE8838F,9513 9362 3886,DL-4914-925438,"[4, 1]",True,
167,Driver_167,1,ABCDE5397F,2650 5686 8563,DL-2143-639978,[3],True,
168,Driver_168,1,ABCDE6165F,2958 5446 8363,DL-6128-957280,[1],True,
169,Driver_169,1,ABCDE4876F,4783 4634 5099,DL-2098-101581,"[1, 3, 5]",True,
170,Driver_170,1,ABCDE3166F,2518 1148 5949,DL-8843-981988,"[3, 2]",True,
171,Driver_171,1,ABCDE1752F,4120 3184 4375,DL-9032-646977,"[2, 4, 5]",True,
172,Driver_172,1,ABCDE2185F,9097 8782 9089,DL-2143-829940,"[4, 1, 2]",False,
173,Driver_173,1,ABCDE8449F,6804 6182 2346,DL-5238-192188,[3],False,
174,Driver_174,1,ABCDE7252F,7035 2362 8792,DL-7702-443566,"[3, 1]",False,
175,Driver_175,1,ABCDE1123F,8162 1226 8882,DL-4219-786275,"[5, 2]",True,
176,Driver_176,1,ABCDE1171F,5458 6936 2745,DL-7801-468119,"[1, 5, 4]",False,
177,Driver_177,1,ABCDE7042F,2082 4707 7386,DL-4939-964255,[2],True,
178,Driver_178,1,ABCDE5009F,8122 8975 8669,DL-6437-658044,[4],False,
179,Driver_179,1,ABCDE4522F,2190 3237 7352,DL-8444-764575,"[2, 5]",True,
180,Driver_180,1,ABCDE9642F,3599 8639 4004,DL-2206-494564,[5],False,
181,Driver_181,1,ABCDE7038F,2578 4735 8586,DL-6965-404799,"[3, 4, 1]",False,
182,Driver_182,1,ABCDE4705F,8081 5196 2147,DL-5972-105598,[5],False,
183,Driver_183,1,ABCDE4182F,2402 5129 4640,DL-2041-889815,"[3, 5]",True,
184,Driver_184,1,ABCDE4607F,2988 7399 1679,DL-9844-954240,[1],True,
185,Driver_185,1,ABCDE6806F,5976 6668 7994,DL-6169-969086,[3],False,
186,Driver_186,1,ABCDE2405F,5682 5318 4784,DL-3047-989670,[3],True,
187,Driver_187,1,ABCDE9751F,2552 5882 9716,DL-8947-800024,[2],False,
188,Driver_188,1,ABCDE1431F,2451 1401 2338,DL-9440-830318,"[5, 4]",False,
189,Driver_189,1,ABCDE5451F,3011 3410 6015,DL-7512-632440,"[2, 4]",False,
190,Driver_190,1,ABCDE7542F,9673 4610 6917,DL-3345-459334,"[3, 5, 1]",False,
191,Driver_191,1,ABCDE5790F,4979 8575 7824,DL-9311-580560,"[5, 3]",True,
192,Driver_192,1,ABCDE9235F,8749 4464 2348,DL-5237-191353,"[2, 4]",True,
193,Driver_193,1,ABCDE4766F,9533 2369 9542,DL-1179-788128,"[1, 3]",True,
194,Driver_194,1,ABCDE1783F,3311 1203 2104,DL-5087-488782,"[4, 2]",True,
195,Driver_195,1,ABCDE2989F,3157 8084 7962,DL-7189-483146,[1],False,
196,Driver_196,1,ABCDE5894F,2681 2454 6463,DL-4967-442452,"[3, 1]",True,
197,Driver_197,1,ABCDE6783F,3262 8488 7219,DL-9893-667931,[4],True,
198,Driver_198,1,ABCDE8770F,9858 7994 3924,DL-1816-271766,"[5, 1]",False,
199,Driver_199,1,ABCDE9220F,7270 4926 9312,DL-1801-885040,"[2, 5, 4]",True,
200,Driver_200,1,ABCDE7982F,8035 2888 8577,DL-1355-749262,"[2, 5]",False,
201,Driver_201,1,ABCDE2050F,1246 2462 8326,DL-6121-402380,"[3, 2]",False,
202,Driver_202,1,ABCDE4300F,9508 8728 8403,DL-8293-896023,"[4, 2]",True,
203,Driver_203,1,ABCDE8753F,9701 8639 7933,DL-7245-854672,[3],True,
204,Driver_204,1,ABCDE1580F,1697 6011 2599,DL-2897-992736,[5],True,
205,Driver_205,1,ABCDE3360F,7297 5620 7478,DL-6622-303338,"[5, 3, 4]",False,
206,Driver_206,1,ABCDE5152F,8144 2057 6882,DL-8564-195604,[1],False,
207,Driver_207,1,ABCDE3313F,2880 2370 1511,DL-1224-844438,"[2, 1, 5]",True,
208,Driver_208,1,ABCDE5400F,5908 1564 5833,DL-4450-409830,"[3, 2, 4]",True,
209,Driver_209,1,ABCDE1469F,3263 8046 8078,DL-2592-837567,[5],True,
210,Driver_210,1,ABCDE3613F,4907 2579 3706,DL-8569-760046,[4],True,
211,Driver_211,1,ABCDE7252F,3003 9300 3094,DL-4402-609566,"[2, 5, 3]",False,
212,Driver_212,1,ABCDE9926F,9412 2352 8700,DL-2205-867469,[5],False,
213,Driver_213,1,ABCDE2763F,6081 2279 3936,DL-2492-443821,"[4, 5]",False,
214,Driver_214,1,ABCDE8871F,8367 4546 1539,DL-7489-501086,"[2, 4, 3]",True,
215,Driver_215,1,ABCDE9002F,6073 4502 9008,DL-3564-157092,"[5, 4, 1]",True,
216,Driver_216,1,ABCDE9856F,1251 8915 9675,DL-1443-383422,"[2, 5]",False,
217,Driver_217,1,ABCDE9399F,3057 2402 8560,DL-8734-338849,"[5, 4, 1]",True,
218,Driver_218,1,ABCDE7676F,2908 2349 2924,DL-1437-601510,"[2, 3, 5]",True,
219,Driver_219,1,ABCDE1895F,3380 3956 4110,DL-6266-261075,[5],True,
220,Driver_220,1,ABCDE2260F,8089 4861 1350,DL-8273-365679,"[3, 5, 1]",False,
221,Driver_221,1,ABCDE9318F,1800 3257 5209,DL-8880-131596,[1],True,
222,Driver_222,1,ABCDE3576F,5122 1295 7928,DL-4370-351666,"[3, 2]",False,
223,Driver_223,1,ABCDE8918F,7906 9664 4816,DL-4916-144913,"[5, 2, 4]",True,
224,Driver_224,1,ABCDE4965F,2354 4563 5478,DL-8809-264093,"[5, 4, 2]",False,
225,Driver_225,1,ABCDE7617F,6499 2974 7591,DL-8221-970959,"[5, 3, 4]",False,
226,Driver_226,1,ABCDE1691F,9046 3324 7325,DL-2617-856207,"[5, 4]",True,
227,Driver_227,1,ABCDE9684F,5298 7492 2693,DL-1923-504921,"[3, 1]",False,
228,Driver_228,1,ABCDE2651F,7136 6792 5252,DL-4826-193195,"[1, 5, 3]",False,
229,Driver_229,1,ABCDE5158F,1943 2645 9345,DL-4755-883391,[3],False,
230,Driver_230,1,ABCDE7365F,8583 8638 3767,DL-4754-947068,"[3, 4]",True,
231,Driver_231,1,ABCDE4580F,8933 7668 7475,DL-8427-854629,"[3, 4]",True,
232,Driver_232,1,ABCDE1160F,8984 3133 6215,DL-6836-275603,"[4, 3, 2]",True,
233,Driver_233,1,ABCDE2880F,8930 5239 2707,DL-9193-204957,"[3, 2, 5]",False,
234,Driver_234,1,ABCDE8812F,7960 8343 7995,DL-8751-403234,"[4, 2]",False,
235,Driver_235,1,ABCDE8252F,9875 4923 2042,DL-5029-760022,[1],False,
236,Driver_236,1,ABCDE3563F,3141 6007 2948,DL-1982-763849,"[5, 2]",True,
237,Driver_237,1,ABCDE9559F,2130 8423 8615,DL-9788-880916,[2],False,
238,Driver_238,1,ABCDE4209F,8001 9793 9745,DL-5488-757288,"[1, 4]",False,
239,Driver_239,1,ABCDE7234F,1042 4450 8940,DL-7155-979187,[1],True,
240,Driver_240,1,ABCDE7015F,5324 1208 6816,DL-3416-883311,[5],True,
241,Driver_241,1,ABCDE2853F,9395 2001 5996,DL-8763-644105,"[3, 2, 4]",True,
242,Driver_242,1,ABCDE5474F,7734 9384 2856,DL-1014-992280,[3],True,
243,Driver_243,1,ABCDE3903F,7271 4219 1447,DL-8223-583008,[4],False,
244,Driver_244,1,ABCDE9445F,7339 8084 1297,DL-7604-787044,"[2, 1]",False,
245,Driver_245,1,ABCDE4567F,3556 5170 5151,DL-3633-137825,"[3, 2, 1]",False,
246,Driver_246,1,ABCDE3176F,4277 7595 4387,DL-2894-189267,"[2, 5]",False,
247,Driver_247,1,ABCDE1390F,8691 4536 6956,DL-4423-346882,"[5, 2]",True,
248,Driver_248,1,ABCDE4776F,1621 5688 2597,DL-3016-317460,"[1, 3]",False,
249,Driver_249,1,ABCDE7193F,5802 7890 4122,DL-8686-795791,"[2, 5, 4]",False,
250,Driver_250,1,ABCDE1497F,3930 4438 9235,DL-1971-188053,[1],False,
251,Driver_251,1,ABCDE5305F,4607 6898 2259,DL-6092-103701,"[2, 4]",False,
252,Driver_252,1,ABCDE3318F,4764 7029 6233,DL-5193-590490,[4],False,
253,Driver_253,1,ABCDE8228F,5380 8861 2501,DL-6338-581899,"[5, 2]",True,
254,Driver_254,1,ABCDE9429F,4942 5043 1170,DL-9188-760738,"[5, 3, 2]",False,
255,Driver_255,1,ABCDE6817F,7803 4308 3929,DL-1088-162647,[2],False,
256,Driver_256,1,ABCDE8388F,6603 8943 9566,DL-5179-935386,"[3, 4, 2]",True,
257,Driver_257,1,ABCDE1291F,3600 4225 5857,DL-8777-541181,[2],False,
258,Driver_258,1,ABCDE9767F,2281 6667 1954,DL-6632-921596,[2],True,
259,Driver_259,1,ABCDE1827F,4905 1911 3525,DL-4550-622434,"[2, 4, 1]",True,
260,Driver_260,1,ABCDE9509F,6540 8085 9315,DL-6071-754826,"[5, 3, 4]",False,
261,Driver_261,1,ABCDE2553F,6085 2991 4518,DL-6139-959261,"[5, 1, 2]",False,
262,Driver_262,1,ABCDE8956F,8919 8873 2992,DL-6745-127061,"[4, 5]",True,
263,Driver_263,1,ABCDE5345F,3169 3772 8195,DL-6665-250809,"[4, 2, 1]",True,
264,Driver_264,1,ABCDE3114F,8429 9868 7647,DL-1358-696554,"[4, 2, 3]",True,
265,Driver_265,1,ABCDE5074F,5454 4959 7565,DL-3746-606389,[4],False,
266,Driver_266,1,ABCDE9500F,4581 5533 9720,DL-4940-447348,[2],False,
267,Driver_267,1,ABCDE9358F,5957 2525 8819,DL-9433-259250,[4],True,
268,Driver_268,1,ABCDE2138F,9297 8145 7107,DL-7927-290019,"[2, 1]",True,
269,Driver_269,1,ABCDE9704F,9243 8267 9423,DL-9059-824055,"[3, 2]",True,
270,Driver_270,1,ABCDE2774F,7831 9479 3278,DL-8297-692779,[5],True,
271,Driver_271,1,ABCDE1544F,4872 1268 8357,DL-6430-450938,[5],True,
272,Driver_272,1,ABCDE3401F,1022 5765 1274,DL-7409-724441,"[4, 2]",True,
273,Driver_273,1,ABCDE4719F,1443 7255 2716,DL-2976-736410,"[5, 2, 4]",True,
274,Driver_274,1,ABCDE4758F,1036 2900 7819,DL-2044-233472,"[1, 3]",False,
275,Driver_275,1,ABCDE4182F,1958 8801 7948,DL-3616-586882,"[3, 5, 2]",True,
276,Driver_276,1,ABCDE6368F,3103 7703 9883,DL-9849-369020,[2],True,
277,Driver_277,1,ABCDE4367F,8561 8776 4525,DL-9406-682918,"[4, 5]",True,
278,Driver_278,1,ABCDE7662F,1981 9163 6242,DL-2768-724950,"[2, 5]",True,
279,Driver_279,1,ABCDE5518F,7319 8313 3152,DL-4739-353089,[3],False,
280,Driver_280,1,ABCDE5654F,6550 4203 7445,DL-2507-143607,[5],False,
281,Driver_281,1,ABCDE2498F,2338 8866 4332,DL-8909-448070,"[2, 5, 4]",False,
282,Driver_282,1,ABCDE6276F,5019 6080 9643,DL-7777-402682,"[2, 1]",True,
283,Driver_283,1,ABCDE8662F,4160 3249 6408,DL-8352-880812,"[4, 5]",False,
284,Driver_284,1,ABCDE1500F,2680 6957 5006,DL-3245-727862,"[4, 2]",False,
285,Driver_285,1,ABCDE5889F,7484 3008 4089,DL-4043-111489,"[3, 5]",True,
286,Driver_286,1,ABCDE6099F,7479 7426 6152,DL-2362-107978,"[3, 2]",True,
287,Driver_287,1,ABCDE7821F,5517 5129 4856,DL-2028-533701,[3],True,
288,Driver_288,1,ABCDE4564F,2292 2216 4805,DL-2896-462672,"[3, 4]",False,
289,Driver_289,1,ABCDE4658F,2283 2740 5554,DL-7008-156433,"[4, 5]",True,
290,Driver_290,1,ABCDE7644F,9707 5968 2352,DL-8502-765956,[2],False,
291,Driver_291,1,ABCDE1168F,7057 3089 9368,DL-3865-106824,[3],False,
292,Driver_292,1,ABCDE3738F,2161 6505 4928,DL-1538-265884,"[3, 1, 2]",False,
293,Driver_293,1,ABCDE7176F,1211 6279 2784,DL-1564-931876,[4],False,
294,Driver_294,1,ABCDE6621F,8352 3827 8255,DL-6913-708515,"[3, 4, 2]",False,
