customer_id,location_latitude,location_longitude,address,city_id,preferred_delivery_window
128,19.91202873030073,75.36332319282461,Address_128,19,"('2 AM', '7 PM')"
129,26.509762712750412,89.54894316347686,Address_129,12,"('1 AM', '10 PM')"
130,30.177178729002712,74.15236104156226,Address_130,1,"('3 AM', '6 PM')"
131,30.11763407309556,74.21148745229507,Address_131,1,"('7 AM', '10 PM')"
132,19.053230866582503,74.83423928009782,Address_132,5,"('8 AM', '1 PM')"
133,34.34122057983841,74.20961143873814,Address_133,23,"('8 AM', '3 PM')"
134,30.348422025756026,76.74302673485651,Address_134,15,"('8 AM', '8 PM')"
135,23.662668999835503,86.9567603189379,Address_135,18,"('8 AM', '6 PM')"
136,9.519855339675223,76.31955496063749,Address_136,10,"('10 AM', '11 PM')"
137,23.206494141828504,87.72416658095631,Address_137,24,"('2 AM', '8 PM')"
138,25.93303121527718,80.79596335841022,Address_138,21,"('8 AM', '9 PM')"
139,20.763862500386264,77.02239748918956,Address_139,9,"('3 AM', '7 PM')"
140,23.064136704785138,72.38693945090662,Address_140,6,"('6 AM', '3 PM')"
141,27.552943102229825,76.43347979452216,Address_141,14,"('8 AM', '2 PM')"
142,27.549120371062813,76.6593218001058,Address_142,14,"('3 AM', '1 PM')"
143,27.18646615502018,77.99914808392117,Address_143,4,"('9 AM', '7 PM')"
144,20.66861895713168,76.97627573025794,Address_144,9,"('12 AM', '10 PM')"
145,27.13865945170921,78.00971645881934,Address_145,4,"('6 AM', '11 PM')"
146,9.447945150906197,76.40106006342022,Address_146,10,"('8 AM', '6 PM')"
147,28.719866623935467,79.24146437622436,Address_147,22,"('6 AM', '9 PM')"
148,23.298037147240244,87.73097106852838,Address_148,24,"('1 AM', '8 PM')"
149,9.494309606976424,76.34575766534002,Address_149,10,"('7 AM', '9 PM')"
150,28.65821423868148,79.11389840292388,Address_150,22,"('11 AM', '7 PM')"
151,19.74218038915435,75.1425219187508,Address_151,19,"('1 AM', '5 PM')"
152,26.48419923820227,89.52369461989547,Address_152,12,"('2 AM', '5 PM')"
153,20.099523323812562,75.39358688120848,Address_153,19,"('12 AM', '12 PM')"
154,27.50709725875949,76.57196181512813,Address_154,14,"('12 AM', '1 PM')"
155,26.547492894090087,89.53739728048129,Address_155,12,"('11 AM', '8 PM')"
156,25.86865184689691,80.80942947351211,Address_156,21,"('5 AM', '3 PM')"
157,20.662490234579934,76.98748750342297,Address_157,9,"('7 AM', '11 PM')"
158,25.851081784726105,80.76461481592737,Address_158,21,"('6 AM', '11 PM')"
159,23.31553681807784,87.92250160530644,Address_159,24,"('7 AM', '7 PM')"
160,23.767936938641412,92.66979490512061,Address_160,7,"('10 AM', '11 PM')"
161,31.644172373207006,75.04286737097571,Address_161,17,"('1 AM', '5 PM')"
162,28.420904420005087,79.43994635367669,Address_162,25,"('5 AM', '7 PM')"
163,23.265205364973447,88.02400063013432,Address_163,24,"('1 AM', '4 PM')"
164,31.69682870739793,74.90792270868306,Address_164,17,"('3 AM', '6 PM')"
165,26.46234467386816,89.55960443198443,Address_165,12,"('8 AM', '12 PM')"
166,20.893335314947148,77.93160494721123,Address_166,16,"('9 AM', '4 PM')"
167,27.88198017207082,78.06194524798994,Address_167,11,"('9 AM', '10 PM')"
168,34.256969553292045,74.29844073490868,Address_168,23,"('5 AM', '3 PM')"
169,31.509348307438895,74.8967585144376,Address_169,17,"('7 AM', '1 PM')"
170,23.19567717058527,87.88518953611637,Address_170,24,"('8 AM', '5 PM')"
171,23.03784565600848,72.58697291364443,Address_171,6,"('10 AM', '6 PM')"
172,19.8203973014116,75.41604320814267,Address_172,19,"('9 AM', '3 PM')"
173,23.199277433167033,87.89521734767693,Address_173,24,"('9 AM', '11 PM')"
174,19.221350242635967,74.82956876982956,Address_174,5,"('12 AM', '12 PM')"
175,30.086658185881287,74.27549509974368,Address_175,1,"('9 AM', '4 PM')"
176,9.483674701310337,76.33997136777018,Address_176,10,"('8 AM', '1 PM')"
177,27.88191738277513,78.07488893633632,Address_177,11,"('5 AM', '12 PM')"
178,19.243717690089372,78.32395740478256,Address_178,2,"('9 AM', '1 PM')"
179,24.606377955858047,84.39523809170889,Address_179,20,"('5 AM', '3 PM')"
180,23.678452987187292,87.03743160758559,Address_180,18,"('11 AM', '1 PM')"
181,27.83714240526285,78.0538376950262,Address_181,11,"('9 AM', '10 PM')"
182,23.769471498819463,92.67422655999503,Address_182,7,"('7 AM', '5 PM')"
183,28.827450622613707,78.81554633185556,Address_183,22,"('9 AM', '10 PM')"
184,22.957011937068245,72.67147112739192,Address_184,6,"('7 AM', '5 PM')"
185,23.202900897648906,87.69952708024483,Address_185,24,"('1 AM', '5 PM')"
186,34.12906662101194,74.31150420855217,Address_186,23,"('6 AM', '4 PM')"
187,25.801055487777464,80.90048535836632,Address_187,21,"('3 AM', '1 PM')"
188,19.094404861233816,74.68415169749602,Address_188,5,"('5 AM', '8 PM')"
189,9.513074260203503,76.34745271217297,Address_189,10,"('10 AM', '1 PM')"
190,27.181086281093478,78.00583262451315,Address_190,4,"('10 AM', '7 PM')"
191,9.527488690512675,76.29981405943333,Address_191,10,"('12 AM', '9 PM')"
192,28.278797105162862,79.44726025802791,Address_192,25,"('6 AM', '9 PM')"
193,27.92902183530628,77.99156677499809,Address_193,11,"('3 AM', '6 PM')"
194,30.260533507788217,76.88514634408979,Address_194,15,"('10 AM', '1 PM')"
195,27.840771820548046,78.0521887940762,Address_195,11,"('12 AM', '7 PM')"
196,25.609204946036687,82.06353599639712,Address_196,13,"('10 AM', '10 PM')"
197,34.18380351284709,74.30967586356458,Address_197,23,"('12 AM', '4 PM')"
198,30.00354839807023,74.21636931077349,Address_198,1,"('10 AM', '4 PM')"
199,26.52380838098165,74.69000350996409,Address_199,8,"('5 AM', '10 PM')"
200,23.085651101892594,72.51266640642778,Address_200,6,"('1 AM', '12 PM')"
201,28.879055144027152,79.12886341641172,Address_201,22,"('5 AM', '9 PM')"
202,28.804623685356788,79.09368327859946,Address_202,22,"('3 AM', '7 PM')"
203,26.42857520037832,89.47452417670985,Address_203,12,"('1 AM', '6 PM')"
204,28.414933689398637,79.38392332459442,Address_204,25,"('6 AM', '7 PM')"
205,23.309819851155662,87.82476552153673,Address_205,24,"('1 AM', '12 PM')"
206,28.810904190309902,79.04009567235,Address_206,22,"('5 AM', '8 PM')"
207,26.489037567108046,89.53214173784387,Address_207,12,"('2 AM', '4 PM')"
208,31.60669345332512,74.7937609645725,Address_208,17,"('11 AM', '1 PM')"
209,20.92482272335068,77.76035008949202,Address_209,16,"('7 AM', '4 PM')"
210,23.659407858307087,86.98384279000739,Address_210,18,"('10 AM', '5 PM')"
211,19.95154192894355,75.42702789617276,Address_211,19,"('4 AM', '2 PM')"
212,30.12758346982227,74.31474425195684,Address_212,1,"('12 AM', '2 PM')"
213,26.355872996566326,74.74235993593784,Address_213,8,"('7 AM', '3 PM')"
214,27.191378777980358,77.9958941442176,Address_214,4,"('12 AM', '3 PM')"
215,23.78443386752596,91.25468000232468,Address_215,3,"('7 AM', '4 PM')"
216,23.268626388629187,87.96992000622345,Address_216,24,"('3 AM', '9 PM')"
217,25.456757114305468,81.84067786961472,Address_217,13,"('7 AM', '10 PM')"
218,19.87057370817929,75.34663183824293,Address_218,19,"('10 AM', '4 PM')"
219,23.86718128046377,91.40169164323679,Address_219,3,"('1 AM', '1 PM')"
220,9.479386259948155,76.2838977410474,Address_220,10,"('8 AM', '6 PM')"
221,24.95055890319315,84.51970222231498,Address_221,20,"('8 AM', '8 PM')"
222,34.21193453845928,74.3485639405931,Address_222,23,"('3 AM', '1 PM')"
223,26.550229758560846,74.59166840052656,Address_223,8,"('7 AM', '8 PM')"
224,28.932336082921985,78.84946685222991,Address_224,22,"('12 AM', '9 PM')"
225,23.601661497509667,92.67451678703586,Address_225,7,"('12 AM', '7 PM')"
226,31.5141328590513,74.80308037242564,Address_226,17,"('7 AM', '6 PM')"
227,30.127287288819936,74.19503799061683,Address_227,1,"('9 AM', '1 PM')"
228,20.810080636326084,77.87297131982298,Address_228,16,"('11 AM', '8 PM')"
229,23.037934048775888,72.4268620064245,Address_229,6,"('2 AM', '4 PM')"
230,22.866929129998503,72.55582164286764,Address_230,6,"('6 AM', '3 PM')"
231,23.31865993296824,87.85275626126077,Address_231,24,"('7 AM', '1 PM')"
232,20.75585290883198,77.87918364955931,Address_232,16,"('7 AM', '2 PM')"
233,26.45224097548037,89.41387655786771,Address_233,12,"('3 AM', '3 PM')"
234,19.309859243995135,78.14059824124354,Address_234,2,"('9 AM', '6 PM')"
235,22.872599426029712,72.50992138767681,Address_235,6,"('6 AM', '12 PM')"
236,19.990442944153337,75.21625495511383,Address_236,19,"('2 AM', '4 PM')"
237,19.393771817248105,78.21613106020662,Address_237,2,"('1 AM', '5 PM')"
238,27.877287398970886,78.02063562047803,Address_238,11,"('1 AM', '10 PM')"
239,30.136133386212627,74.19979186121788,Address_239,1,"('1 AM', '5 PM')"
240,19.248516822529993,74.75747731488536,Address_240,5,"('10 AM', '4 PM')"
241,20.921965571677532,77.73956572077289,Address_241,16,"('9 AM', '12 PM')"
242,25.537692906343928,81.92354473586848,Address_242,13,"('9 AM', '5 PM')"
243,34.330596631381994,74.44287455511,Address_243,23,"('1 AM', '3 PM')"
244,19.810120696355728,75.45277265751872,Address_244,19,"('8 AM', '5 PM')"
245,23.57656323343462,92.68358328297116,Address_245,7,"('10 AM', '7 PM')"
246,25.96564719430133,80.77073027565339,Address_246,21,"('6 AM', '5 PM')"
247,28.024144876160697,78.03764502144469,Address_247,11,"('5 AM', '3 PM')"
248,19.841225755134904,75.42423702299546,Address_248,19,"('2 AM', '8 PM')"
249,20.632337108031656,77.0482742686103,Address_249,9,"('4 AM', '12 PM')"
250,24.666971559892815,84.4994600155199,Address_250,20,"('9 AM', '4 PM')"
251,23.55205164284069,87.11662288818472,Address_251,18,"('12 AM', '2 PM')"
252,25.90294419128224,80.88003774995377,Address_252,21,"('7 AM', '9 PM')"
253,19.388739242407386,78.37322634414534,Address_253,2,"('10 AM', '8 PM')"
254,23.774368707888836,91.3553595383043,Address_254,3,"('10 AM', '5 PM')"
255,30.278688474227632,76.76654712741492,Address_255,15,"('10 AM', '10 PM')"
256,34.22398819541549,74.39764100356281,Address_256,23,"('1 AM', '5 PM')"
257,27.132917180256957,77.923351388748,Address_257,4,"('12 AM', '12 PM')"
258,31.648340312036883,74.99176797350209,Address_258,17,"('11 AM', '4 PM')"
259,31.75544086808356,74.9141769589906,Address_259,17,"('11 AM', '2 PM')"
260,31.546872015054426,74.7464928569078,Address_260,17,"('5 AM', '7 PM')"
261,34.29635076648324,74.38480883316379,Address_261,23,"('3 AM', '11 PM')"
262,20.700478058723764,77.0035540339925,Address_262,9,"('8 AM', '8 PM')"
263,19.396876349045275,78.06990652390853,Address_263,2,"('8 AM', '6 PM')"
264,20.03782336570337,75.30910314970872,Address_264,19,"('11 AM', '6 PM')"
265,30.201612729565273,73.97250126416486,Address_265,1,"('3 AM', '12 PM')"
266,34.21003171735827,74.34178898197642,Address_266,23,"('1 AM', '11 PM')"
267,19.319766287334154,78.06237833243745,Address_267,2,"('11 AM', '11 PM')"
268,20.778790104761264,76.94349696484915,Address_268,9,"('5 AM', '1 PM')"
269,19.204490963144586,78.41405146313716,Address_269,2,"('6 AM', '7 PM')"
270,34.16314161392539,74.39647269293233,Address_270,23,"('12 AM', '2 PM')"
271,9.482043091380655,76.36865235610846,Address_271,10,"('6 AM', '9 PM')"
272,19.451574903588195,78.31880749999307,Address_272,2,"('4 AM', '12 PM')"
273,28.47018872535125,79.40683707309253,Address_273,25,"('9 AM', '5 PM')"
274,25.894884303091867,80.74667141805202,Address_274,21,"('3 AM', '10 PM')"
275,19.354953181787103,78.29753117635966,Address_275,2,"('9 AM', '2 PM')"
276,21.0124652139533,77.63591901957957,Address_276,16,"('3 AM', '8 PM')"
277,23.72351132956062,87.0978023542477,Address_277,18,"('7 AM', '7 PM')"
278,23.65388704508548,92.73172452946781,Address_278,7,"('8 AM', '10 PM')"
279,27.861002178192322,78.12671980517159,Address_279,11,"('2 AM', '6 PM')"
280,28.486583822444263,79.2900770657883,Address_280,25,"('8 AM', '11 PM')"
281,26.39920063270433,74.69410568871135,Address_281,8,"('11 AM', '4 PM')"
282,28.17820827572347,79.34761739350002,Address_282,25,"('2 AM', '3 PM')"
283,30.311781348085756,76.81582980721927,Address_283,15,"('11 AM', '9 PM')"
284,20.632511144444017,77.0042940293775,Address_284,9,"('2 AM', '3 PM')"
285,25.886137355548243,80.57204872076016,Address_285,21,"('5 AM', '12 PM')"
286,27.86418945637674,77.99151037350381,Address_286,11,"('5 AM', '6 PM')"
287,23.510801471573014,86.92474314492443,Address_287,18,"('7 AM', '2 PM')"
288,27.268607053180983,78.02001607710163,Address_288,4,"('6 AM', '8 PM')"
289,30.31282929476191,76.84505431387103,Address_289,15,"('10 AM', '10 PM')"
290,23.228837776853023,87.8490451585371,Address_290,24,"('11 AM', '11 PM')"
291,27.554575539483615,76.69376465747004,Address_291,14,"('8 AM', '11 PM')"
292,9.556631782859736,76.27106735515268,Address_292,10,"('7 AM', '6 PM')"
293,19.078092928929923,74.6059022019315,Address_293,5,"('1 AM', '5 PM')"
294,24.85652008199286,84.16554568914263,Address_294,20,"('2 AM', '5 PM')"
295,20.774806179685914,76.91381396872778,Address_295,9,"('10 AM', '12 PM')"
296,30.367322285440675,76.78450395055847,Address_296,15,"('3 AM', '8 PM')"
297,27.863578141995486,78.16171283839894,Address_297,11,"('11 AM', '6 PM')"
298,23.160561649721693,72.79356218780717,Address_298,6,"('10 AM', '2 PM')"
299,27.71427091971128,76.63135997838577,Address_299,14,"('9 AM', '3 PM')"
300,20.746973875234776,76.91758143109548,Address_300,9,"('4 AM', '7 PM')"
301,23.861147976168176,92.77335523784144,Address_301,7,"('4 AM', '4 PM')"
302,25.225333814487684,81.72207807591448,Address_302,13,"('5 AM', '6 PM')"
303,25.869405103970834,80.79175395703089,Address_303,21,"('2 AM', '11 PM')"
304,28.826699874327396,78.87806105569167,Address_304,22,"('6 AM', '6 PM')"
305,23.611188496041283,92.74997360793934,Address_305,7,"('1 AM', '11 PM')"
306,25.756335188312036,80.82466889620926,Address_306,21,"('6 AM', '7 PM')"
307,9.49838592554862,76.39147188232363,Address_307,10,"('6 AM', '10 PM')"
308,27.447714827269838,76.4962436239621,Address_308,14,"('2 AM', '2 PM')"
309,20.73720600386487,76.99898583906304,Address_309,9,"('1 AM', '11 PM')"
310,26.508375606714996,89.4306652331524,Address_310,12,"('8 AM', '2 PM')"
311,27.780579179417042,78.1985038515702,Address_311,11,"('8 AM', '7 PM')"
312,23.6437062072915,92.83593106866792,Address_312,7,"('5 AM', '1 PM')"
313,23.253503697128203,87.84395488741788,Address_313,24,"('11 AM', '9 PM')"
314,28.332111001074527,79.40947752885461,Address_314,25,"('12 AM', '1 PM')"
315,30.347957467405955,76.78092430122868,Address_315,15,"('2 AM', '2 PM')"
316,27.528595216959506,76.76289802332408,Address_316,14,"('3 AM', '6 PM')"
317,26.486785372351378,89.43306581358006,Address_317,12,"('9 AM', '7 PM')"
318,30.112234876628918,74.13736750048618,Address_318,1,"('10 AM', '8 PM')"
319,28.385037903068245,79.38550495293984,Address_319,25,"('6 AM', '4 PM')"
320,27.178270692760545,78.01034999612122,Address_320,4,"('2 AM', '3 PM')"
321,9.48253840490283,76.32687450829975,Address_321,10,"('2 AM', '2 PM')"
322,23.589471321008276,86.87863887638372,Address_322,18,"('1 AM', '5 PM')"
323,23.223784690667234,87.90266965328753,Address_323,24,"('4 AM', '2 PM')"
324,21.153381174970153,77.84744949533518,Address_324,16,"('7 AM', '1 PM')"
325,20.91244164850182,77.67917654702302,Address_325,16,"('9 AM', '11 PM')"
326,30.44817210451402,76.88788836193248,Address_326,15,"('6 AM', '6 PM')"
327,24.019367164054003,91.25564417897166,Address_327,3,"('8 AM', '9 PM')"
328,26.028235946791543,80.85951269587498,Address_328,21,"('1 AM', '11 PM')"
329,30.108456313486116,74.12578835027185,Address_329,1,"('7 AM', '10 PM')"
330,20.878860928898476,77.86755985729653,Address_330,16,"('6 AM', '2 PM')"
331,25.864584941654826,80.8490452289124,Address_331,21,"('2 AM', '8 PM')"
332,23.605443046936465,87.17059919043366,Address_332,18,"('2 AM', '10 PM')"
333,9.470450250670297,76.36691197113227,Address_333,10,"('7 AM', '9 PM')"
334,23.294109335830438,87.77439633104312,Address_334,24,"('1 AM', '2 PM')"
335,28.80114096213924,78.86127428377051,Address_335,22,"('3 AM', '11 PM')"
336,19.47591474077571,78.27998433045047,Address_336,2,"('8 AM', '7 PM')"
337,20.935737048234234,77.8616484190981,Address_337,16,"('4 AM', '9 PM')"
338,19.06931604136332,74.73567941965281,Address_338,5,"('1 AM', '5 PM')"
339,19.20831039717003,74.8466829507596,Address_339,5,"('3 AM', '8 PM')"
340,23.16343882353058,72.42745545664359,Address_340,6,"('11 AM', '11 PM')"
341,20.04293996774376,75.41025112245832,Address_341,19,"('8 AM', '6 PM')"
342,26.426493044569202,89.52089796109885,Address_342,12,"('12 AM', '1 PM')"
343,23.631673581848137,87.03421073960794,Address_343,18,"('5 AM', '6 PM')"
344,28.810161770650208,79.03820199354962,Address_344,22,"('2 AM', '1 PM')"
345,9.454915580544936,76.39399414249189,Address_345,10,"('2 AM', '10 PM')"
346,27.57400971189699,76.69582444185835,Address_346,14,"('7 AM', '2 PM')"
347,34.24274142787231,74.36496450054577,Address_347,23,"('7 AM', '10 PM')"
348,26.492054349085574,89.53668025887357,Address_348,12,"('4 AM', '6 PM')"
